location,date,vaccine,total_vaccinations
Uruguay,7/07/2022,Pfizer/BioNTech,2552279
Uruguay,8/07/2022,Pfizer/BioNTech,2552391
Uruguay,9/07/2022,Pfizer/BioNTech,2552393
Uruguay,11/07/2022,Pfizer/BioNTech,2552494
Uruguay,12/07/2022,Oxford/AstraZeneca,92155
Uruguay,12/07/2022,Pfizer/BioNTech,2552741
Uruguay,13/07/2022,Pfizer/BioNTech,2552879
Uruguay,14/07/2022,Pfizer/BioNTech,2552960
Uruguay,15/07/2022,Pfizer/BioNTech,2553049
Uruguay,15/07/2022,Sinovac,3249523
Uruguay,16/07/2022,Pfizer/BioNTech,2553051
Uruguay,17/07/2022,Pfizer/BioNTech,2553052
Uruguay,18/07/2022,Pfizer/BioNTech,2553053
Uruguay,19/07/2022,Oxford/AstraZeneca,92156
Uruguay,19/07/2022,Pfizer/BioNTech,2553312
Uruguay,20/07/2022,Pfizer/BioNTech,2553416
Uruguay,21/07/2022,Pfizer/BioNTech,2553601
Uruguay,22/07/2022,Pfizer/BioNTech,2553745
Uruguay,23/07/2022,Pfizer/BioNTech,2553750
Uruguay,24/07/2022,Pfizer/BioNTech,2553786
Uruguay,26/07/2022,Pfizer/BioNTech,2554071
Uruguay,27/07/2022,Pfizer/BioNTech,2554171
Uruguay,28/07/2022,Pfizer/BioNTech,2554451
Uruguay,29/07/2022,Pfizer/BioNTech,2554680
Uruguay,30/07/2022,Pfizer/BioNTech,2554690
Uruguay,31/07/2022,Pfizer/BioNTech,2554691
Uruguay,1/08/2022,Pfizer/BioNTech,2554776
Uruguay,2/08/2022,Pfizer/BioNTech,2555067
Uruguay,3/08/2022,Pfizer/BioNTech,2555157
Uruguay,4/08/2022,Pfizer/BioNTech,2555653
Uruguay,5/08/2022,Pfizer/BioNTech,2555823
Uruguay,6/08/2022,Pfizer/BioNTech,2555825
Uruguay,6/08/2022,Sinovac,3249524
Uruguay,8/08/2022,Pfizer/BioNTech,2555884
Uruguay,9/08/2022,Pfizer/BioNTech,2556116
Uruguay,9/08/2022,Sinovac,3249525
Uruguay,10/08/2022,Oxford/AstraZeneca,92157
Uruguay,10/08/2022,Pfizer/BioNTech,2556171
Uruguay,11/08/2022,Pfizer/BioNTech,2556624
Uruguay,11/08/2022,Sinovac,3249527
Uruguay,12/08/2022,Oxford/AstraZeneca,92158
Uruguay,12/08/2022,Pfizer/BioNTech,2556776
Uruguay,13/08/2022,Pfizer/BioNTech,2556781
Uruguay,15/08/2022,Pfizer/BioNTech,2556837
Uruguay,16/08/2022,Pfizer/BioNTech,2557059
Uruguay,17/08/2022,Pfizer/BioNTech,2557133
Uruguay,17/08/2022,Sinovac,3249528
Uruguay,18/08/2022,Pfizer/BioNTech,2557466
Uruguay,19/08/2022,Pfizer/BioNTech,2557605
Uruguay,20/08/2022,Pfizer/BioNTech,2557608
Uruguay,21/08/2022,Pfizer/BioNTech,2557854
Uruguay,22/08/2022,Pfizer/BioNTech,2557918
Uruguay,23/08/2022,Pfizer/BioNTech,2558164
Uruguay,24/08/2022,Pfizer/BioNTech,2558245
Uruguay,25/08/2022,Pfizer/BioNTech,2558247
Uruguay,26/08/2022,Pfizer/BioNTech,2558401
Uruguay,27/08/2022,Pfizer/BioNTech,2558412
Uruguay,28/08/2022,Pfizer/BioNTech,2558539
Uruguay,29/08/2022,Pfizer/BioNTech,2558587
Uruguay,30/08/2022,Pfizer/BioNTech,2558800
Uruguay,31/08/2022,Pfizer/BioNTech,2558927
Uruguay,1/09/2022,Pfizer/BioNTech,2559211
Uruguay,2/09/2022,Pfizer/BioNTech,2559373
Uruguay,3/09/2022,Pfizer/BioNTech,2559380
Uruguay,4/09/2022,Pfizer/BioNTech,2559693
Uruguay,5/09/2022,Pfizer/BioNTech,2559433
Uruguay,6/09/2022,Oxford/AstraZeneca,92159
Uruguay,6/09/2022,Pfizer/BioNTech,2559943
Uruguay,7/09/2022,Pfizer/BioNTech,2560018
Uruguay,7/09/2022,Sinovac,3249530
Uruguay,8/09/2022,Pfizer/BioNTech,2560278
Uruguay,9/09/2022,Pfizer/BioNTech,2560389
Uruguay,10/09/2022,Pfizer/BioNTech,2560395
Uruguay,12/09/2022,Pfizer/BioNTech,2560461
Uruguay,13/09/2022,Pfizer/BioNTech,2560646
Uruguay,14/09/2022,Pfizer/BioNTech,2560707
Uruguay,15/09/2022,Oxford/AstraZeneca,92160
Uruguay,15/09/2022,Pfizer/BioNTech,2560829
Uruguay,16/09/2022,Pfizer/BioNTech,2560945
Uruguay,16/09/2022,Sinovac,3249532
Uruguay,17/09/2022,Pfizer/BioNTech,2560946
Uruguay,18/09/2022,Pfizer/BioNTech,2561046
Uruguay,18/09/2022,Sinovac,3249533
Uruguay,19/09/2022,Pfizer/BioNTech,2561094
Uruguay,20/09/2022,Pfizer/BioNTech,2561255
Uruguay,21/09/2022,Pfizer/BioNTech,2561321
Uruguay,22/09/2022,Pfizer/BioNTech,2561464
Uruguay,23/09/2022,Pfizer/BioNTech,2561564
Uruguay,23/09/2022,Sinovac,3249534
Uruguay,24/09/2022,Pfizer/BioNTech,2561566
Uruguay,26/09/2022,Pfizer/BioNTech,2561619
Uruguay,27/09/2022,Pfizer/BioNTech,2561754
Uruguay,28/09/2022,Pfizer/BioNTech,2561806
Uruguay,29/09/2022,Pfizer/BioNTech,2562013
Uruguay,30/09/2022,Pfizer/BioNTech,2562094
Uruguay,1/10/2022,Pfizer/BioNTech,2562097
Uruguay,3/10/2022,Pfizer/BioNTech,2562120
Uruguay,4/10/2022,Pfizer/BioNTech,2562271
Uruguay,5/10/2022,Pfizer/BioNTech,2562318
Uruguay,6/10/2022,Pfizer/BioNTech,2562360
Uruguay,7/10/2022,Pfizer/BioNTech,2562398
Uruguay,8/10/2022,Pfizer/BioNTech,2562401
Uruguay,10/10/2022,Pfizer/BioNTech,2562403
Uruguay,11/10/2022,Pfizer/BioNTech,2562553
Uruguay,12/10/2022,Oxford/AstraZeneca,92161
Uruguay,12/10/2022,Pfizer/BioNTech,2562597
Uruguay,13/10/2022,Pfizer/BioNTech,2562621
Uruguay,14/10/2022,Pfizer/BioNTech,2562655
Uruguay,15/10/2022,Pfizer/BioNTech,2562659
Uruguay,16/10/2022,Pfizer/BioNTech,2562660
Uruguay,17/10/2022,Pfizer/BioNTech,2562693
Uruguay,18/10/2022,Pfizer/BioNTech,2562767
Uruguay,19/10/2022,Pfizer/BioNTech,2562799
Uruguay,21/10/2022,Pfizer/BioNTech,2562853
Uruguay,22/10/2022,Pfizer/BioNTech,2562863
Uruguay,24/10/2022,Pfizer/BioNTech,2562895
Uruguay,25/10/2022,Pfizer/BioNTech,2563020
Uruguay,26/10/2022,Pfizer/BioNTech,2563081
Uruguay,27/10/2022,Pfizer/BioNTech,2563150
Uruguay,28/10/2022,Pfizer/BioNTech,2563199
Uruguay,29/10/2022,Pfizer/BioNTech,2563201
Uruguay,30/10/2022,Pfizer/BioNTech,2563312
Uruguay,31/10/2022,Oxford/AstraZeneca,92162
Uruguay,31/10/2022,Pfizer/BioNTech,2563352
Uruguay,1/11/2022,Pfizer/BioNTech,2563457
Uruguay,3/11/2022,Pfizer/BioNTech,2563492
Uruguay,4/11/2022,Pfizer/BioNTech,2563533
Uruguay,5/11/2022,Pfizer/BioNTech,2563534
Uruguay,6/11/2022,Pfizer/BioNTech,2563657
Uruguay,7/11/2022,Pfizer/BioNTech,2563680
Uruguay,8/11/2022,Pfizer/BioNTech,2563791
Uruguay,9/11/2022,Pfizer/BioNTech,2563816
Uruguay,10/11/2022,Pfizer/BioNTech,2563861
Uruguay,11/11/2022,Pfizer/BioNTech,2563893
Uruguay,12/11/2022,Pfizer/BioNTech,2563894
Uruguay,14/11/2022,Pfizer/BioNTech,2563915
Uruguay,15/11/2022,Pfizer/BioNTech,2564038
Uruguay,16/11/2022,Pfizer/BioNTech,2564066
Uruguay,17/11/2022,Pfizer/BioNTech,2564113
Uruguay,18/11/2022,Pfizer/BioNTech,2564140
Uruguay,19/11/2022,Pfizer/BioNTech,2564142
Uruguay,20/11/2022,Pfizer/BioNTech,2564174
Uruguay,21/11/2022,Pfizer/BioNTech,2564191
Uruguay,22/11/2022,Pfizer/BioNTech,2564295
Uruguay,22/11/2022,Sinovac,3249535
Uruguay,23/11/2022,Pfizer/BioNTech,2564322
Uruguay,24/11/2022,Pfizer/BioNTech,2564357
Uruguay,25/11/2022,Pfizer/BioNTech,2564371
Uruguay,26/11/2022,Pfizer/BioNTech,2564376
Uruguay,28/11/2022,Pfizer/BioNTech,2564396
Uruguay,29/11/2022,Pfizer/BioNTech,2564524
Uruguay,30/11/2022,Pfizer/BioNTech,2564556
Uruguay,1/12/2022,Pfizer/BioNTech,2564594
Uruguay,2/12/2022,Pfizer/BioNTech,2564653
Uruguay,3/12/2022,Pfizer/BioNTech,2564656
Uruguay,5/12/2022,Pfizer/BioNTech,2564685
Uruguay,6/12/2022,Pfizer/BioNTech,2564804
Uruguay,7/12/2022,Oxford/AstraZeneca,92163
Uruguay,7/12/2022,Pfizer/BioNTech,2564828
Uruguay,8/12/2022,Pfizer/BioNTech,2564934
Uruguay,9/12/2022,Pfizer/BioNTech,2564985
Uruguay,10/12/2022,Pfizer/BioNTech,2564991
Uruguay,11/12/2022,Pfizer/BioNTech,2565043
Uruguay,12/12/2022,Pfizer/BioNTech,2565095
Uruguay,13/12/2022,Pfizer/BioNTech,2565205
Uruguay,14/12/2022,Pfizer/BioNTech,2565242
Uruguay,15/12/2022,Pfizer/BioNTech,2565403
Uruguay,16/12/2022,Pfizer/BioNTech,2565474
Uruguay,17/12/2022,Pfizer/BioNTech,2565477
Uruguay,18/12/2022,Pfizer/BioNTech,2565678
Uruguay,19/12/2022,Pfizer/BioNTech,2565709
Uruguay,20/12/2022,Pfizer/BioNTech,2565850
Uruguay,21/12/2022,Pfizer/BioNTech,2565906
Uruguay,21/12/2022,Sinovac,3249539
Uruguay,22/12/2022,Pfizer/BioNTech,2566075
Uruguay,23/12/2022,Pfizer/BioNTech,2566127
Uruguay,24/12/2022,Pfizer/BioNTech,2566299
Uruguay,25/12/2022,Pfizer/BioNTech,2566533
Uruguay,26/12/2022,Pfizer/BioNTech,2566568
Uruguay,27/12/2022,Pfizer/BioNTech,2566753
Uruguay,28/12/2022,Pfizer/BioNTech,2566867
Uruguay,29/12/2022,Pfizer/BioNTech,2567058
Uruguay,30/12/2022,Pfizer/BioNTech,2567111
Uruguay,30/12/2022,Sinovac,3249540
Uruguay,1/01/2023,Pfizer/BioNTech,2567244
Uruguay,2/01/2023,Pfizer/BioNTech,2567445
Uruguay,3/01/2023,Pfizer/BioNTech,2567642
Uruguay,4/01/2023,Pfizer/BioNTech,2567850
Uruguay,5/01/2023,Pfizer/BioNTech,2568148
Uruguay,8/01/2023,Pfizer/BioNTech,2568273
Uruguay,9/01/2023,Pfizer/BioNTech,2568445
Uruguay,10/01/2023,Pfizer/BioNTech,2568679
Uruguay,11/01/2023,Pfizer/BioNTech,2568902
Uruguay,12/01/2023,Pfizer/BioNTech,2569217
Uruguay,13/01/2023,Oxford/AstraZeneca,92167
Uruguay,13/01/2023,Pfizer/BioNTech,2569383
Uruguay,14/01/2023,Pfizer/BioNTech,2569384
Uruguay,15/01/2023,Pfizer/BioNTech,2569558
Uruguay,16/01/2023,Pfizer/BioNTech,2569715
Uruguay,17/01/2023,Pfizer/BioNTech,2569879
Uruguay,18/01/2023,Pfizer/BioNTech,2570012
Uruguay,19/01/2023,Pfizer/BioNTech,2570191
Uruguay,20/01/2023,Pfizer/BioNTech,2570321
Uruguay,22/01/2023,Pfizer/BioNTech,2570323
Uruguay,23/01/2023,Pfizer/BioNTech,2570512
Uruguay,24/01/2023,Pfizer/BioNTech,2570623
Uruguay,25/01/2023,Pfizer/BioNTech,2570748
Uruguay,26/01/2023,Pfizer/BioNTech,2570945
Uruguay,27/01/2023,Pfizer/BioNTech,2571051
Uruguay,28/01/2023,Pfizer/BioNTech,2571053
Uruguay,29/01/2023,Pfizer/BioNTech,2571129
Uruguay,29/01/2023,Sinovac,3249541
Uruguay,30/01/2023,Pfizer/BioNTech,2571272
Uruguay,31/01/2023,Pfizer/BioNTech,2571397
Uruguay,1/02/2023,Pfizer/BioNTech,2571496
Uruguay,2/02/2023,Pfizer/BioNTech,2571670
Uruguay,3/02/2023,Pfizer/BioNTech,2571741
Uruguay,4/02/2023,Pfizer/BioNTech,2571743
Uruguay,6/02/2023,Pfizer/BioNTech,2571863
Uruguay,7/02/2023,Pfizer/BioNTech,2572026
Uruguay,8/02/2023,Pfizer/BioNTech,2572090
Uruguay,9/02/2023,Pfizer/BioNTech,2572223
Uruguay,10/02/2023,Pfizer/BioNTech,2572323
Uruguay,12/02/2023,Pfizer/BioNTech,2572398
Uruguay,13/02/2023,Pfizer/BioNTech,2572475
Uruguay,14/02/2023,Pfizer/BioNTech,2572577
Uruguay,15/02/2023,Pfizer/BioNTech,2572663
Uruguay,15/02/2023,Sinovac,3249543
Uruguay,16/02/2023,Pfizer/BioNTech,2572817
Uruguay,17/02/2023,Pfizer/BioNTech,2572893
Uruguay,17/02/2023,Sinovac,3249544
Uruguay,18/02/2023,Pfizer/BioNTech,2572894
Uruguay,21/02/2023,Pfizer/BioNTech,2572896
Uruguay,22/02/2023,Pfizer/BioNTech,2572982
Uruguay,23/02/2023,Pfizer/BioNTech,2573108
Uruguay,24/02/2023,Pfizer/BioNTech,2573172
Uruguay,27/02/2023,Pfizer/BioNTech,2573293
Uruguay,28/02/2023,Pfizer/BioNTech,2573367
Uruguay,1/03/2023,Pfizer/BioNTech,2573436
Uruguay,2/03/2023,Pfizer/BioNTech,2573570
Uruguay,3/03/2023,Pfizer/BioNTech,2573645
Uruguay,4/03/2023,Pfizer/BioNTech,2573646
Uruguay,5/03/2023,Pfizer/BioNTech,2573698
Uruguay,6/03/2023,Pfizer/BioNTech,2573768
Uruguay,7/03/2023,Pfizer/BioNTech,2573840
Uruguay,8/03/2023,Pfizer/BioNTech,2573882
Uruguay,9/03/2023,Pfizer/BioNTech,2573963
Uruguay,10/03/2023,Pfizer/BioNTech,2574011
Uruguay,11/03/2023,Pfizer/BioNTech,2574012
Uruguay,12/03/2023,Pfizer/BioNTech,2574017
Uruguay,13/03/2023,Pfizer/BioNTech,2574078
Uruguay,14/03/2023,Pfizer/BioNTech,2574129
Uruguay,15/03/2023,Pfizer/BioNTech,2574173
Uruguay,16/03/2023,Pfizer/BioNTech,2574246
Uruguay,17/03/2023,Pfizer/BioNTech,2574309
Uruguay,20/03/2023,Pfizer/BioNTech,2574368
Uruguay,21/03/2023,Pfizer/BioNTech,2574422
Uruguay,22/03/2023,Pfizer/BioNTech,2574463
Uruguay,22/03/2023,Sinovac,3249545
Uruguay,23/03/2023,Pfizer/BioNTech,2574587
Uruguay,24/03/2023,Pfizer/BioNTech,2574636
Uruguay,26/03/2023,Pfizer/BioNTech,2574641
Uruguay,27/03/2023,Pfizer/BioNTech,2574722
Uruguay,28/03/2023,Pfizer/BioNTech,2574774
Uruguay,29/03/2023,Pfizer/BioNTech,2574817
Uruguay,30/03/2023,Pfizer/BioNTech,2574886
Uruguay,31/03/2023,Pfizer/BioNTech,2574933
Uruguay,2/04/2023,Pfizer/BioNTech,2574975
Uruguay,3/04/2023,Pfizer/BioNTech,2574977
Uruguay,4/04/2023,Pfizer/BioNTech,2574980
Uruguay,5/04/2023,Pfizer/BioNTech,2574985
Uruguay,6/04/2023,Pfizer/BioNTech,2574991
Uruguay,7/04/2023,Pfizer/BioNTech,2574996
Uruguay,8/04/2023,Pfizer/BioNTech,2575007
Uruguay,8/04/2023,Sinovac,3249546
Uruguay,9/04/2023,Pfizer/BioNTech,2575050
Uruguay,10/04/2023,Pfizer/BioNTech,2575072
Uruguay,10/04/2023,Sinovac,3249547
Uruguay,11/04/2023,Pfizer/BioNTech,2575093
Uruguay,12/04/2023,Pfizer/BioNTech,2575106
Uruguay,13/04/2023,Pfizer/BioNTech,2575173
Uruguay,14/04/2023,Pfizer/BioNTech,2575215
Uruguay,15/04/2023,Pfizer/BioNTech,2575216
Uruguay,16/04/2023,Pfizer/BioNTech,2575229
Uruguay,18/04/2023,Pfizer/BioNTech,2575252
Uruguay,19/04/2023,Pfizer/BioNTech,2575264
Uruguay,20/04/2023,Pfizer/BioNTech,2575352
Uruguay,21/04/2023,Pfizer/BioNTech,2575369
Uruguay,22/04/2023,Pfizer/BioNTech,2575370
Uruguay,24/04/2023,Pfizer/BioNTech,2575383
Uruguay,25/04/2023,Pfizer/BioNTech,2575388
Uruguay,26/04/2023,Pfizer/BioNTech,2575397
Uruguay,27/04/2023,Pfizer/BioNTech,2575462
Uruguay,28/04/2023,Pfizer/BioNTech,2575480
Uruguay,29/04/2023,Pfizer/BioNTech,2575481
Uruguay,30/04/2023,Pfizer/BioNTech,2575495
Uruguay,1/05/2023,Pfizer/BioNTech,2575507
Uruguay,2/05/2023,Pfizer/BioNTech,2575524
Uruguay,3/05/2023,Pfizer/BioNTech,2575530
Uruguay,4/05/2023,Pfizer/BioNTech,2575572
Uruguay,5/05/2023,Pfizer/BioNTech,2575580
Uruguay,8/05/2023,Pfizer/BioNTech,2575586
Uruguay,9/05/2023,Pfizer/BioNTech,2575591
Uruguay,10/05/2023,Pfizer/BioNTech,2575602
Uruguay,10/05/2023,Sinovac,3249548
Uruguay,11/05/2023,Pfizer/BioNTech,2575645
Uruguay,12/05/2023,Pfizer/BioNTech,2575651
Uruguay,13/05/2023,Pfizer/BioNTech,2575652
Uruguay,14/05/2023,Pfizer/BioNTech,2575661
Uruguay,15/05/2023,Pfizer/BioNTech,2575666
Uruguay,15/05/2023,Sinovac,3249549
Uruguay,16/05/2023,Pfizer/BioNTech,2575677
Uruguay,16/05/2023,Sinovac,3249551
Uruguay,17/05/2023,Pfizer/BioNTech,2575682
Uruguay,18/05/2023,Pfizer/BioNTech,2575725
Uruguay,19/05/2023,Pfizer/BioNTech,2575738
Uruguay,21/05/2023,Pfizer/BioNTech,2575776
Uruguay,22/05/2023,Pfizer/BioNTech,2575778
Uruguay,23/05/2023,Pfizer/BioNTech,2575793
Uruguay,24/05/2023,Pfizer/BioNTech,2575802
Uruguay,25/05/2023,Pfizer/BioNTech,2575828
Uruguay,26/05/2023,Pfizer/BioNTech,2575833
Uruguay,28/05/2023,Pfizer/BioNTech,2575849
Uruguay,29/05/2023,Pfizer/BioNTech,2575858
Uruguay,30/05/2023,Pfizer/BioNTech,2575862
Uruguay,31/05/2023,Pfizer/BioNTech,2575869
Uruguay,1/06/2023,Pfizer/BioNTech,2575927
Uruguay,2/06/2023,Oxford/AstraZeneca,92168
Uruguay,2/06/2023,Pfizer/BioNTech,2575947
Uruguay,4/06/2023,Pfizer/BioNTech,2575948
Uruguay,5/06/2023,Pfizer/BioNTech,2575962
Uruguay,6/06/2023,Pfizer/BioNTech,2575974
Uruguay,7/06/2023,Pfizer/BioNTech,2575981
Uruguay,8/06/2023,Pfizer/BioNTech,2576026
Uruguay,9/06/2023,Pfizer/BioNTech,2576040
Uruguay,11/06/2023,Pfizer/BioNTech,2576045
Uruguay,12/06/2023,Pfizer/BioNTech,2576058
Uruguay,13/06/2023,Pfizer/BioNTech,2576070
Uruguay,14/06/2023,Pfizer/BioNTech,2576076
Uruguay,15/06/2023,Pfizer/BioNTech,2576117
Uruguay,16/06/2023,Pfizer/BioNTech,2576132
Uruguay,17/06/2023,Pfizer/BioNTech,2576133
Uruguay,18/06/2023,Pfizer/BioNTech,2576143
Uruguay,20/06/2023,Pfizer/BioNTech,2576151
Uruguay,21/06/2023,Pfizer/BioNTech,2576160
Uruguay,22/06/2023,Pfizer/BioNTech,2576186
Uruguay,23/06/2023,Pfizer/BioNTech,2576199
Uruguay,26/06/2023,Pfizer/BioNTech,2576206
Uruguay,27/06/2023,Pfizer/BioNTech,2576210
Uruguay,28/06/2023,Pfizer/BioNTech,2576215
Uruguay,29/06/2023,Pfizer/BioNTech,2576253
Uruguay,30/06/2023,Pfizer/BioNTech,2576255
Uruguay,3/07/2023,Pfizer/BioNTech,2576264
Uruguay,4/07/2023,Pfizer/BioNTech,2576274
Uruguay,5/07/2023,Pfizer/BioNTech,2576285
Uruguay,6/07/2023,Pfizer/BioNTech,2576323
Uruguay,7/07/2023,Pfizer/BioNTech,2576358
Uruguay,8/07/2023,Pfizer/BioNTech,2576342
Uruguay,10/07/2023,Pfizer/BioNTech,2576338
Uruguay,11/07/2023,Pfizer/BioNTech,2576332
Uruguay,12/07/2023,Pfizer/BioNTech,2576363
Uruguay,13/07/2023,Pfizer/BioNTech,2576404
Uruguay,14/07/2023,Pfizer/BioNTech,2576415
Uruguay,15/07/2023,Pfizer/BioNTech,2576416
Uruguay,16/07/2023,Pfizer/BioNTech,2576426
Uruguay,17/07/2023,Pfizer/BioNTech,2576433
Uruguay,18/07/2023,Pfizer/BioNTech,2576442
Uruguay,19/07/2023,Pfizer/BioNTech,2576445
Uruguay,20/07/2023,Pfizer/BioNTech,2576491
Uruguay,21/07/2023,Pfizer/BioNTech,2576525
Uruguay,22/07/2023,Pfizer/BioNTech,2576526
Uruguay,23/07/2023,Pfizer/BioNTech,2576530
Uruguay,24/07/2023,Pfizer/BioNTech,2576534
Uruguay,25/07/2023,Pfizer/BioNTech,2576539
Uruguay,26/07/2023,Pfizer/BioNTech,2576561
Uruguay,27/07/2023,Pfizer/BioNTech,2576612
Uruguay,28/07/2023,Pfizer/BioNTech,2576617
Uruguay,30/07/2023,Pfizer/BioNTech,2576621
Uruguay,31/07/2023,Pfizer/BioNTech,2576629
Uruguay,1/08/2023,Pfizer/BioNTech,2576636
Uruguay,2/08/2023,Pfizer/BioNTech,2576646
Uruguay,3/08/2023,Pfizer/BioNTech,2576704
Uruguay,4/08/2023,Pfizer/BioNTech,2576714
Uruguay,5/08/2023,Pfizer/BioNTech,2576716
Uruguay,6/08/2023,Pfizer/BioNTech,2576721
Uruguay,7/08/2023,Pfizer/BioNTech,2576727
Uruguay,8/08/2023,Pfizer/BioNTech,2576743
Uruguay,9/08/2023,Pfizer/BioNTech,2576748
Uruguay,10/08/2023,Pfizer/BioNTech,2576775
Uruguay,11/08/2023,Pfizer/BioNTech,2576786
Uruguay,14/08/2023,Pfizer/BioNTech,2576794
Uruguay,15/08/2023,Pfizer/BioNTech,2576800
Uruguay,16/08/2023,Pfizer/BioNTech,2576804
Uruguay,17/08/2023,Pfizer/BioNTech,2576824
Uruguay,18/08/2023,Pfizer/BioNTech,2576828
Uruguay,21/08/2023,Pfizer/BioNTech,2576841
Uruguay,22/08/2023,Pfizer/BioNTech,2576847
Uruguay,23/08/2023,Pfizer/BioNTech,2576853
Uruguay,24/08/2023,Pfizer/BioNTech,2576885
Uruguay,28/08/2023,Pfizer/BioNTech,2576889
Uruguay,29/08/2023,Pfizer/BioNTech,2576895
Uruguay,30/08/2023,Pfizer/BioNTech,2576899
Uruguay,31/08/2023,Pfizer/BioNTech,2576933
Uruguay,1/09/2023,Pfizer/BioNTech,2576935
Uruguay,3/09/2023,Pfizer/BioNTech,2576936
Uruguay,4/09/2023,Pfizer/BioNTech,2576952
Uruguay,5/09/2023,Pfizer/BioNTech,2576962
Uruguay,6/09/2023,Pfizer/BioNTech,2576970
Uruguay,7/09/2023,Pfizer/BioNTech,2576979
Uruguay,8/09/2023,Pfizer/BioNTech,2576987
Uruguay,11/09/2023,Pfizer/BioNTech,2576988
Uruguay,12/09/2023,Pfizer/BioNTech,2576993
Uruguay,13/09/2023,Pfizer/BioNTech,2576997
Uruguay,14/09/2023,Pfizer/BioNTech,2577032
Uruguay,15/09/2023,Pfizer/BioNTech,2577044
Uruguay,16/09/2023,Pfizer/BioNTech,2577045
Uruguay,18/09/2023,Pfizer/BioNTech,2577048
Uruguay,19/09/2023,Pfizer/BioNTech,2577055
Uruguay,20/09/2023,Pfizer/BioNTech,2577059
Uruguay,21/09/2023,Pfizer/BioNTech,2577078
Uruguay,22/09/2023,Pfizer/BioNTech,2577084
Uruguay,25/09/2023,Pfizer/BioNTech,2577090
Uruguay,26/09/2023,Pfizer/BioNTech,2577094
Uruguay,27/09/2023,Pfizer/BioNTech,2577098
Uruguay,28/09/2023,Pfizer/BioNTech,2577120
Uruguay,29/09/2023,Pfizer/BioNTech,2577124
Uruguay,2/10/2023,Pfizer/BioNTech,2577130
Uruguay,3/10/2023,Pfizer/BioNTech,2577134
Uruguay,4/10/2023,Pfizer/BioNTech,2577145
Uruguay,5/10/2023,Pfizer/BioNTech,2577171
Uruguay,6/10/2023,Pfizer/BioNTech,2577179
Uruguay,9/10/2023,Pfizer/BioNTech,2577186
Uruguay,10/10/2023,Pfizer/BioNTech,2577190
European Union,27/12/2020,Covaxin,0
European Union,27/12/2020,Johnson&Johnson,0
European Union,27/12/2020,Moderna,15
European Union,27/12/2020,Novavax,0
European Union,27/12/2020,Oxford/AstraZeneca,1
European Union,27/12/2020,Pfizer/BioNTech,34519
European Union,27/12/2020,Sanofi/GSK,0
European Union,27/12/2020,Sinopharm/Beijing,0
European Union,27/12/2020,Sinovac,0
European Union,27/12/2020,Sputnik V,0
European Union,27/12/2020,Valneva,0
European Union,28/12/2020,Covaxin,0
European Union,28/12/2020,Johnson&Johnson,0
European Union,28/12/2020,Moderna,20
European Union,28/12/2020,Novavax,0
European Union,28/12/2020,Oxford/AstraZeneca,3
European Union,28/12/2020,Pfizer/BioNTech,58813
European Union,28/12/2020,Sanofi/GSK,0
European Union,28/12/2020,Sinopharm/Beijing,0
European Union,28/12/2020,Sinovac,0
European Union,28/12/2020,Sputnik V,0
European Union,28/12/2020,Valneva,0
European Union,29/12/2020,Covaxin,0
European Union,29/12/2020,Johnson&Johnson,0
European Union,29/12/2020,Moderna,26
European Union,29/12/2020,Novavax,0
European Union,29/12/2020,Oxford/AstraZeneca,4
European Union,29/12/2020,Pfizer/BioNTech,115582
European Union,29/12/2020,Sanofi/GSK,0
European Union,29/12/2020,Sinopharm/Beijing,0
European Union,29/12/2020,Sinovac,0
European Union,29/12/2020,Sputnik V,0
European Union,29/12/2020,Valneva,0
European Union,30/12/2020,Covaxin,0
European Union,30/12/2020,Johnson&Johnson,0
European Union,30/12/2020,Moderna,39
European Union,30/12/2020,Novavax,0
European Union,30/12/2020,Oxford/AstraZeneca,4
European Union,30/12/2020,Pfizer/BioNTech,192335
European Union,30/12/2020,Sanofi/GSK,0
European Union,30/12/2020,Sinopharm/Beijing,0
European Union,30/12/2020,Sinovac,0
European Union,30/12/2020,Sputnik V,0
European Union,30/12/2020,Valneva,0
European Union,31/12/2020,Covaxin,0
European Union,31/12/2020,Johnson&Johnson,0
European Union,31/12/2020,Moderna,42
European Union,31/12/2020,Novavax,0
European Union,31/12/2020,Oxford/AstraZeneca,4
European Union,31/12/2020,Pfizer/BioNTech,274690
European Union,31/12/2020,Sanofi/GSK,0
European Union,31/12/2020,Sinopharm/Beijing,0
European Union,31/12/2020,Sinovac,0
European Union,31/12/2020,Sputnik V,0
European Union,31/12/2020,Valneva,0
European Union,1/01/2021,Covaxin,0
European Union,1/01/2021,Johnson&Johnson,2
European Union,1/01/2021,Moderna,75
European Union,1/01/2021,Novavax,0
European Union,1/01/2021,Oxford/AstraZeneca,8
European Union,1/01/2021,Pfizer/BioNTech,338690
European Union,1/01/2021,Sanofi/GSK,0
European Union,1/01/2021,Sinopharm/Beijing,6
European Union,1/01/2021,Sinovac,3
European Union,1/01/2021,Sputnik V,0
European Union,1/01/2021,Valneva,0
European Union,2/01/2021,Covaxin,0
European Union,2/01/2021,Johnson&Johnson,4
European Union,2/01/2021,Moderna,87
European Union,2/01/2021,Novavax,0
European Union,2/01/2021,Oxford/AstraZeneca,8
European Union,2/01/2021,Pfizer/BioNTech,428836
