location,date,vaccine,total_vaccinations
Uruguay,21/10/2021,Oxford/AstraZeneca,91840
Uruguay,21/10/2021,Pfizer/BioNTech,2009961
Uruguay,21/10/2021,Sinovac,3248986
Uruguay,22/10/2021,Oxford/AstraZeneca,91844
Uruguay,22/10/2021,Pfizer/BioNTech,2013810
Uruguay,22/10/2021,Sinovac,3249002
Uruguay,23/10/2021,Oxford/AstraZeneca,91851
Uruguay,23/10/2021,Pfizer/BioNTech,2013821
Uruguay,24/10/2021,Pfizer/BioNTech,2013889
Uruguay,24/10/2021,Sinovac,3249003
Uruguay,25/10/2021,Oxford/AstraZeneca,91860
Uruguay,25/10/2021,Pfizer/BioNTech,2018649
Uruguay,25/10/2021,Sinovac,3249013
Uruguay,26/10/2021,Oxford/AstraZeneca,91862
Uruguay,26/10/2021,Pfizer/BioNTech,2020368
Uruguay,26/10/2021,Sinovac,3249030
Uruguay,27/10/2021,Oxford/AstraZeneca,91869
Uruguay,27/10/2021,Pfizer/BioNTech,2021750
Uruguay,27/10/2021,Sinovac,3249035
Uruguay,28/10/2021,Oxford/AstraZeneca,91874
Uruguay,28/10/2021,Pfizer/BioNTech,2023228
Uruguay,28/10/2021,Sinovac,3249040
Uruguay,29/10/2021,Oxford/AstraZeneca,91878
Uruguay,29/10/2021,Pfizer/BioNTech,2026111
Uruguay,29/10/2021,Sinovac,3249046
Uruguay,30/10/2021,Oxford/AstraZeneca,91879
Uruguay,30/10/2021,Pfizer/BioNTech,2026208
Uruguay,31/10/2021,Oxford/AstraZeneca,91880
Uruguay,31/10/2021,Pfizer/BioNTech,2026216
Uruguay,31/10/2021,Sinovac,3249047
Uruguay,1/11/2021,Oxford/AstraZeneca,91882
Uruguay,1/11/2021,Pfizer/BioNTech,2029156
Uruguay,1/11/2021,Sinovac,3249048
Uruguay,2/11/2021,Oxford/AstraZeneca,91884
Uruguay,2/11/2021,Pfizer/BioNTech,2029167
Uruguay,2/11/2021,Sinovac,3249049
Uruguay,3/11/2021,Oxford/AstraZeneca,91889
Uruguay,3/11/2021,Pfizer/BioNTech,2031390
Uruguay,3/11/2021,Sinovac,3249058
Uruguay,4/11/2021,Oxford/AstraZeneca,91892
Uruguay,4/11/2021,Pfizer/BioNTech,2033363
Uruguay,4/11/2021,Sinovac,3249067
Uruguay,5/11/2021,Oxford/AstraZeneca,91898
Uruguay,5/11/2021,Pfizer/BioNTech,2037313
Uruguay,5/11/2021,Sinovac,3249086
Uruguay,6/11/2021,Oxford/AstraZeneca,91904
Uruguay,6/11/2021,Pfizer/BioNTech,2037436
Uruguay,7/11/2021,Pfizer/BioNTech,2037442
Uruguay,8/11/2021,Oxford/AstraZeneca,91909
Uruguay,8/11/2021,Pfizer/BioNTech,2039079
Uruguay,8/11/2021,Sinovac,3249089
Uruguay,9/11/2021,Pfizer/BioNTech,2041760
Uruguay,9/11/2021,Sinovac,3249093
Uruguay,10/11/2021,Oxford/AstraZeneca,91913
Uruguay,10/11/2021,Pfizer/BioNTech,2044071
Uruguay,10/11/2021,Sinovac,3249101
Uruguay,11/11/2021,Oxford/AstraZeneca,91918
Uruguay,11/11/2021,Pfizer/BioNTech,2046745
Uruguay,11/11/2021,Sinovac,3249119
Uruguay,12/11/2021,Oxford/AstraZeneca,91919
Uruguay,12/11/2021,Pfizer/BioNTech,2051583
Uruguay,12/11/2021,Sinovac,3249131
Uruguay,13/11/2021,Oxford/AstraZeneca,91920
Uruguay,13/11/2021,Pfizer/BioNTech,2051647
Uruguay,14/11/2021,Oxford/AstraZeneca,91921
Uruguay,14/11/2021,Pfizer/BioNTech,2051658
Uruguay,15/11/2021,Oxford/AstraZeneca,91922
Uruguay,15/11/2021,Pfizer/BioNTech,2053301
Uruguay,15/11/2021,Sinovac,3249136
Uruguay,16/11/2021,Oxford/AstraZeneca,91925
Uruguay,16/11/2021,Pfizer/BioNTech,2054692
Uruguay,16/11/2021,Sinovac,3249140
Uruguay,17/11/2021,Oxford/AstraZeneca,91928
Uruguay,17/11/2021,Pfizer/BioNTech,2055128
Uruguay,17/11/2021,Sinovac,3249150
Uruguay,18/11/2021,Oxford/AstraZeneca,91935
Uruguay,18/11/2021,Pfizer/BioNTech,2056506
Uruguay,18/11/2021,Sinovac,3249158
Uruguay,19/11/2021,Oxford/AstraZeneca,91937
Uruguay,19/11/2021,Pfizer/BioNTech,2060546
Uruguay,19/11/2021,Sinovac,3249172
Uruguay,20/11/2021,Oxford/AstraZeneca,91940
Uruguay,20/11/2021,Pfizer/BioNTech,2060556
Uruguay,20/11/2021,Sinovac,3249174
Uruguay,21/11/2021,Oxford/AstraZeneca,91945
Uruguay,21/11/2021,Pfizer/BioNTech,2060562
Uruguay,22/11/2021,Oxford/AstraZeneca,91949
Uruguay,22/11/2021,Pfizer/BioNTech,2062659
Uruguay,22/11/2021,Sinovac,3249186
Uruguay,23/11/2021,Oxford/AstraZeneca,91950
Uruguay,23/11/2021,Pfizer/BioNTech,2064027
Uruguay,23/11/2021,Sinovac,3249193
Uruguay,24/11/2021,Oxford/AstraZeneca,91953
Uruguay,24/11/2021,Pfizer/BioNTech,2065038
Uruguay,24/11/2021,Sinovac,3249202
Uruguay,25/11/2021,Oxford/AstraZeneca,91957
Uruguay,25/11/2021,Pfizer/BioNTech,2065884
Uruguay,25/11/2021,Sinovac,3249205
Uruguay,26/11/2021,Oxford/AstraZeneca,91959
Uruguay,26/11/2021,Pfizer/BioNTech,2067386
Uruguay,26/11/2021,Sinovac,3249212
Uruguay,27/11/2021,Oxford/AstraZeneca,91960
Uruguay,27/11/2021,Pfizer/BioNTech,2067437
Uruguay,28/11/2021,Oxford/AstraZeneca,91961
Uruguay,29/11/2021,Oxford/AstraZeneca,91964
Uruguay,29/11/2021,Pfizer/BioNTech,2069087
Uruguay,29/11/2021,Sinovac,3249217
Uruguay,30/11/2021,Oxford/AstraZeneca,91966
Uruguay,30/11/2021,Pfizer/BioNTech,2070472
Uruguay,30/11/2021,Sinovac,3249223
Uruguay,1/12/2021,Oxford/AstraZeneca,91969
Uruguay,1/12/2021,Pfizer/BioNTech,2071289
Uruguay,1/12/2021,Sinovac,3249230
Uruguay,2/12/2021,Oxford/AstraZeneca,91977
Uruguay,2/12/2021,Pfizer/BioNTech,2072262
Uruguay,2/12/2021,Sinovac,3249242
Uruguay,3/12/2021,Oxford/AstraZeneca,91981
Uruguay,3/12/2021,Pfizer/BioNTech,2074802
Uruguay,3/12/2021,Sinovac,3249251
Uruguay,4/12/2021,Oxford/AstraZeneca,91982
Uruguay,4/12/2021,Pfizer/BioNTech,2074827
Uruguay,4/12/2021,Sinovac,3249253
Uruguay,5/12/2021,Oxford/AstraZeneca,91983
Uruguay,5/12/2021,Pfizer/BioNTech,2074833
Uruguay,6/12/2021,Oxford/AstraZeneca,91986
Uruguay,6/12/2021,Pfizer/BioNTech,2075982
Uruguay,6/12/2021,Sinovac,3249257
Uruguay,7/12/2021,Oxford/AstraZeneca,91988
Uruguay,7/12/2021,Pfizer/BioNTech,2077449
Uruguay,7/12/2021,Sinovac,3249263
Uruguay,8/12/2021,Pfizer/BioNTech,2078716
Uruguay,8/12/2021,Sinovac,3249267
Uruguay,9/12/2021,Oxford/AstraZeneca,91989
Uruguay,9/12/2021,Pfizer/BioNTech,2079995
Uruguay,9/12/2021,Sinovac,3249272
Uruguay,10/12/2021,Oxford/AstraZeneca,91991
Uruguay,10/12/2021,Pfizer/BioNTech,2082150
Uruguay,10/12/2021,Sinovac,3249280
Uruguay,11/12/2021,Oxford/AstraZeneca,91995
Uruguay,11/12/2021,Pfizer/BioNTech,2082171
Uruguay,11/12/2021,Sinovac,3249282
Uruguay,12/12/2021,Oxford/AstraZeneca,91997
Uruguay,12/12/2021,Pfizer/BioNTech,2082177
Uruguay,13/12/2021,Oxford/AstraZeneca,91999
Uruguay,13/12/2021,Pfizer/BioNTech,2084667
Uruguay,13/12/2021,Sinovac,3249293
Uruguay,14/12/2021,Oxford/AstraZeneca,92003
Uruguay,14/12/2021,Pfizer/BioNTech,2086161
Uruguay,14/12/2021,Sinovac,3249297
Uruguay,15/12/2021,Oxford/AstraZeneca,92008
Uruguay,15/12/2021,Pfizer/BioNTech,2086995
Uruguay,15/12/2021,Sinovac,3249301
Uruguay,16/12/2021,Oxford/AstraZeneca,92011
Uruguay,16/12/2021,Pfizer/BioNTech,2088766
Uruguay,16/12/2021,Sinovac,3249306
Uruguay,17/12/2021,Oxford/AstraZeneca,92013
Uruguay,17/12/2021,Pfizer/BioNTech,2092879
Uruguay,17/12/2021,Sinovac,3249315
Uruguay,18/12/2021,Oxford/AstraZeneca,92015
Uruguay,18/12/2021,Pfizer/BioNTech,2092916
Uruguay,18/12/2021,Sinovac,3249317
Uruguay,19/12/2021,Pfizer/BioNTech,2092919
Uruguay,19/12/2021,Sinovac,3249318
Uruguay,20/12/2021,Oxford/AstraZeneca,92025
Uruguay,20/12/2021,Pfizer/BioNTech,2094858
Uruguay,20/12/2021,Sinovac,3249324
Uruguay,21/12/2021,Oxford/AstraZeneca,92030
Uruguay,21/12/2021,Pfizer/BioNTech,2095854
Uruguay,21/12/2021,Sinovac,3249328
Uruguay,22/12/2021,Oxford/AstraZeneca,92033
Uruguay,22/12/2021,Pfizer/BioNTech,2097130
Uruguay,22/12/2021,Sinovac,3249332
Uruguay,23/12/2021,Oxford/AstraZeneca,92037
Uruguay,23/12/2021,Pfizer/BioNTech,2097258
Uruguay,23/12/2021,Sinovac,3249337
Uruguay,24/12/2021,Pfizer/BioNTech,2097270
Uruguay,25/12/2021,Pfizer/BioNTech,2097271
Uruguay,26/12/2021,Oxford/AstraZeneca,92040
Uruguay,26/12/2021,Pfizer/BioNTech,2097279
Uruguay,27/12/2021,Oxford/AstraZeneca,92045
Uruguay,27/12/2021,Pfizer/BioNTech,2098460
Uruguay,27/12/2021,Sinovac,3249341
Uruguay,28/12/2021,Oxford/AstraZeneca,92047
Uruguay,28/12/2021,Pfizer/BioNTech,2099775
Uruguay,28/12/2021,Sinovac,3249349
Uruguay,29/12/2021,Oxford/AstraZeneca,92050
Uruguay,29/12/2021,Pfizer/BioNTech,2100409
Uruguay,30/12/2021,Oxford/AstraZeneca,92053
Uruguay,30/12/2021,Pfizer/BioNTech,2100654
Uruguay,30/12/2021,Sinovac,3249352
Uruguay,31/12/2021,Oxford/AstraZeneca,92054
Uruguay,31/12/2021,Pfizer/BioNTech,2100659
Uruguay,31/12/2021,Sinovac,3249353
Uruguay,1/01/2022,Pfizer/BioNTech,2100661
Uruguay,1/01/2022,Sinovac,3249354
Uruguay,2/01/2022,Pfizer/BioNTech,2100664
Uruguay,3/01/2022,Oxford/AstraZeneca,92057
Uruguay,3/01/2022,Pfizer/BioNTech,2102290
Uruguay,3/01/2022,Sinovac,3249372
Uruguay,4/01/2022,Oxford/AstraZeneca,92059
Uruguay,4/01/2022,Pfizer/BioNTech,2103796
Uruguay,4/01/2022,Sinovac,3249378
Uruguay,5/01/2022,Oxford/AstraZeneca,92063
Uruguay,5/01/2022,Pfizer/BioNTech,2104571
Uruguay,5/01/2022,Sinovac,3249380
Uruguay,6/01/2022,Oxford/AstraZeneca,92067
Uruguay,6/01/2022,Pfizer/BioNTech,2104586
Uruguay,6/01/2022,Sinovac,3249381
Uruguay,7/01/2022,Oxford/AstraZeneca,92068
Uruguay,7/01/2022,Pfizer/BioNTech,2104973
Uruguay,7/01/2022,Sinovac,3249382
Uruguay,8/01/2022,Pfizer/BioNTech,2104979
Uruguay,8/01/2022,Sinovac,3249384
Uruguay,9/01/2022,Pfizer/BioNTech,2104980
Uruguay,10/01/2022,Oxford/AstraZeneca,92070
Uruguay,10/01/2022,Pfizer/BioNTech,2112933
Uruguay,10/01/2022,Sinovac,3249402
Uruguay,11/01/2022,Oxford/AstraZeneca,92071
Uruguay,11/01/2022,Pfizer/BioNTech,2114837
Uruguay,11/01/2022,Sinovac,3249406
Uruguay,12/01/2022,Oxford/AstraZeneca,92072
Uruguay,12/01/2022,Pfizer/BioNTech,2128429
Uruguay,12/01/2022,Sinovac,3249413
Uruguay,13/01/2022,Oxford/AstraZeneca,92074
Uruguay,13/01/2022,Pfizer/BioNTech,2141732
Uruguay,13/01/2022,Sinovac,3249416
Uruguay,14/01/2022,Pfizer/BioNTech,2148769
Uruguay,14/01/2022,Sinovac,3249418
Uruguay,15/01/2022,Oxford/AstraZeneca,92075
Uruguay,15/01/2022,Pfizer/BioNTech,2148904
Uruguay,15/01/2022,Sinovac,3249419
Uruguay,16/01/2022,Pfizer/BioNTech,2148911
Uruguay,17/01/2022,Pfizer/BioNTech,2157602
Uruguay,17/01/2022,Sinovac,3249421
Uruguay,18/01/2022,Oxford/AstraZeneca,92076
Uruguay,18/01/2022,Pfizer/BioNTech,2167183
Uruguay,19/01/2022,Oxford/AstraZeneca,92077
Uruguay,19/01/2022,Pfizer/BioNTech,2177822
Uruguay,19/01/2022,Sinovac,3249422
Uruguay,20/01/2022,Oxford/AstraZeneca,92080
Uruguay,20/01/2022,Pfizer/BioNTech,2188834
Uruguay,20/01/2022,Sinovac,3249423
Uruguay,21/01/2022,Pfizer/BioNTech,2193964
Uruguay,21/01/2022,Sinovac,3249429
Uruguay,22/01/2022,Pfizer/BioNTech,2194127
Uruguay,23/01/2022,Oxford/AstraZeneca,92081
Uruguay,23/01/2022,Pfizer/BioNTech,2194129
Uruguay,24/01/2022,Oxford/AstraZeneca,92082
Uruguay,24/01/2022,Pfizer/BioNTech,2204203
Uruguay,24/01/2022,Sinovac,3249433
Uruguay,25/01/2022,Pfizer/BioNTech,2213135
Uruguay,25/01/2022,Sinovac,3249435
Uruguay,26/01/2022,Pfizer/BioNTech,2224582
Uruguay,27/01/2022,Oxford/AstraZeneca,92083
Uruguay,27/01/2022,Pfizer/BioNTech,2235360
Uruguay,27/01/2022,Sinovac,3249439
Uruguay,28/01/2022,Pfizer/BioNTech,2240920
Uruguay,28/01/2022,Sinovac,3249442
Uruguay,29/01/2022,Oxford/AstraZeneca,92089
Uruguay,29/01/2022,Pfizer/BioNTech,2240955
Uruguay,29/01/2022,Sinovac,3249443
Uruguay,30/01/2022,Oxford/AstraZeneca,92091
Uruguay,30/01/2022,Pfizer/BioNTech,2240957
Uruguay,31/01/2022,Pfizer/BioNTech,2250503
Uruguay,31/01/2022,Sinovac,3249445
Uruguay,1/02/2022,Pfizer/BioNTech,2256205
Uruguay,1/02/2022,Sinovac,3249447
Uruguay,2/02/2022,Oxford/AstraZeneca,92093
Uruguay,2/02/2022,Pfizer/BioNTech,2263011
Uruguay,2/02/2022,Sinovac,3249451
Uruguay,3/02/2022,Pfizer/BioNTech,2271771
Uruguay,3/02/2022,Sinovac,3249453
Uruguay,4/02/2022,Oxford/AstraZeneca,92095
Uruguay,4/02/2022,Pfizer/BioNTech,2278306
Uruguay,4/02/2022,Sinovac,3249455
Uruguay,5/02/2022,Pfizer/BioNTech,2278312
Uruguay,5/02/2022,Sinovac,3249456
Uruguay,6/02/2022,Pfizer/BioNTech,2278316
Uruguay,7/02/2022,Oxford/AstraZeneca,92096
Uruguay,7/02/2022,Pfizer/BioNTech,2289474
Uruguay,7/02/2022,Sinovac,3249457
Uruguay,8/02/2022,Oxford/AstraZeneca,92097
Uruguay,8/02/2022,Pfizer/BioNTech,2293347
Uruguay,9/02/2022,Oxford/AstraZeneca,92098
Uruguay,9/02/2022,Pfizer/BioNTech,2297320
Uruguay,10/02/2022,Oxford/AstraZeneca,92100
Uruguay,10/02/2022,Pfizer/BioNTech,2302343
Uruguay,10/02/2022,Sinovac,3249458
Uruguay,11/02/2022,Oxford/AstraZeneca,92102
Uruguay,11/02/2022,Pfizer/BioNTech,2306162
Uruguay,11/02/2022,Sinovac,3249459
Uruguay,12/02/2022,Oxford/AstraZeneca,92103
Uruguay,12/02/2022,Pfizer/BioNTech,2306270
Uruguay,13/02/2022,Pfizer/BioNTech,2306273
Uruguay,14/02/2022,Pfizer/BioNTech,2311581
Uruguay,14/02/2022,Sinovac,3249460
Uruguay,15/02/2022,Oxford/AstraZeneca,92108
Uruguay,15/02/2022,Pfizer/BioNTech,2313142
Uruguay,15/02/2022,Sinovac,3249461
Uruguay,16/02/2022,Pfizer/BioNTech,2314385
Uruguay,16/02/2022,Sinovac,3249462
Uruguay,17/02/2022,Pfizer/BioNTech,2316993
Uruguay,18/02/2022,Oxford/AstraZeneca,92110
Uruguay,18/02/2022,Pfizer/BioNTech,2319854
Uruguay,18/02/2022,Sinovac,3249463
Uruguay,19/02/2022,Pfizer/BioNTech,2319920
Uruguay,20/02/2022,Pfizer/BioNTech,2319924
Uruguay,21/02/2022,Oxford/AstraZeneca,92111
Uruguay,21/02/2022,Pfizer/BioNTech,2325389
Uruguay,21/02/2022,Sinovac,3249464
Uruguay,22/02/2022,Pfizer/BioNTech,2328647
Uruguay,22/02/2022,Sinovac,3249466
Uruguay,23/02/2022,Pfizer/BioNTech,2338468
Uruguay,24/02/2022,Oxford/AstraZeneca,92113
Uruguay,24/02/2022,Pfizer/BioNTech,2348845
Uruguay,25/02/2022,Pfizer/BioNTech,2353685
Uruguay,25/02/2022,Sinovac,3249467
Uruguay,26/02/2022,Pfizer/BioNTech,2353737
Uruguay,26/02/2022,Sinovac,3249468
Uruguay,27/02/2022,Pfizer/BioNTech,2353738
Uruguay,28/02/2022,Oxford/AstraZeneca,92115
Uruguay,28/02/2022,Pfizer/BioNTech,2357464
Uruguay,1/03/2022,Pfizer/BioNTech,2363655
Uruguay,2/03/2022,Oxford/AstraZeneca,92116
Uruguay,2/03/2022,Pfizer/BioNTech,2374471
Uruguay,2/03/2022,Sinovac,3249471
Uruguay,3/03/2022,Oxford/AstraZeneca,92118
Uruguay,3/03/2022,Pfizer/BioNTech,2384732
Uruguay,3/03/2022,Sinovac,3249473
Uruguay,4/03/2022,Pfizer/BioNTech,2393308
Uruguay,4/03/2022,Sinovac,3249475
Uruguay,5/03/2022,Pfizer/BioNTech,2393337
Uruguay,7/03/2022,Oxford/AstraZeneca,92119
Uruguay,7/03/2022,Pfizer/BioNTech,2400624
Uruguay,7/03/2022,Sinovac,3249476
Uruguay,8/03/2022,Pfizer/BioNTech,2407715
Uruguay,9/03/2022,Oxford/AstraZeneca,92120
Uruguay,9/03/2022,Pfizer/BioNTech,2417589
Uruguay,10/03/2022,Oxford/AstraZeneca,92121
Uruguay,10/03/2022,Pfizer/BioNTech,2426540
Uruguay,11/03/2022,Pfizer/BioNTech,2431188
Uruguay,11/03/2022,Sinovac,3249478
Uruguay,12/03/2022,Pfizer/BioNTech,2431230
Uruguay,13/03/2022,Pfizer/BioNTech,2431233
Uruguay,14/03/2022,Pfizer/BioNTech,2437588
Uruguay,15/03/2022,Oxford/AstraZeneca,92124
Uruguay,15/03/2022,Pfizer/BioNTech,2441963
Uruguay,15/03/2022,Sinovac,3249479
Uruguay,16/03/2022,Pfizer/BioNTech,2447833
Uruguay,16/03/2022,Sinovac,3249480
Uruguay,17/03/2022,Pfizer/BioNTech,2455318
Uruguay,18/03/2022,Oxford/AstraZeneca,92126
Uruguay,18/03/2022,Pfizer/BioNTech,2459928
Uruguay,18/03/2022,Sinovac,3249481
Uruguay,19/03/2022,Oxford/AstraZeneca,92128
Uruguay,19/03/2022,Pfizer/BioNTech,2459991
Uruguay,20/03/2022,Oxford/AstraZeneca,92129
Uruguay,20/03/2022,Pfizer/BioNTech,2459992
Uruguay,21/03/2022,Pfizer/BioNTech,2465793
Uruguay,21/03/2022,Sinovac,3249482
Uruguay,22/03/2022,Pfizer/BioNTech,2468935
Uruguay,23/03/2022,Oxford/AstraZeneca,92130
Uruguay,23/03/2022,Pfizer/BioNTech,2471471
Uruguay,24/03/2022,Oxford/AstraZeneca,92132
Uruguay,24/03/2022,Pfizer/BioNTech,2475638
Uruguay,25/03/2022,Pfizer/BioNTech,2478465
Uruguay,25/03/2022,Sinovac,3249483
Uruguay,26/03/2022,Pfizer/BioNTech,2478483
Uruguay,27/03/2022,Pfizer/BioNTech,2478484
Uruguay,28/03/2022,Oxford/AstraZeneca,92134
Uruguay,28/03/2022,Pfizer/BioNTech,2480611
Uruguay,29/03/2022,Oxford/AstraZeneca,92135
Uruguay,29/03/2022,Pfizer/BioNTech,2481642
Uruguay,30/03/2022,Pfizer/BioNTech,2483134
Uruguay,31/03/2022,Pfizer/BioNTech,2485841
Uruguay,1/04/2022,Oxford/AstraZeneca,92137
Uruguay,1/04/2022,Pfizer/BioNTech,2489172
Uruguay,1/04/2022,Sinovac,3249485
Uruguay,2/04/2022,Pfizer/BioNTech,2489176
Uruguay,3/04/2022,Pfizer/BioNTech,2489179
Uruguay,4/04/2022,Pfizer/BioNTech,2490363
Uruguay,4/04/2022,Sinovac,3249489
Uruguay,5/04/2022,Oxford/AstraZeneca,92139
Uruguay,5/04/2022,Pfizer/BioNTech,2493165
Uruguay,6/04/2022,Pfizer/BioNTech,2494301
Uruguay,7/04/2022,Pfizer/BioNTech,2495764
Uruguay,8/04/2022,Oxford/AstraZeneca,92140
Uruguay,8/04/2022,Pfizer/BioNTech,2497972
Uruguay,8/04/2022,Sinovac,3249490
Uruguay,9/04/2022,Pfizer/BioNTech,2497975
Uruguay,10/04/2022,Pfizer/BioNTech,2497976
Uruguay,11/04/2022,Oxford/AstraZeneca,92141
Uruguay,11/04/2022,Pfizer/BioNTech,2498066
Uruguay,11/04/2022,Sinovac,3249493
Uruguay,12/04/2022,Oxford/AstraZeneca,92142
Uruguay,12/04/2022,Pfizer/BioNTech,2498177
Uruguay,13/04/2022,Pfizer/BioNTech,2498322
Uruguay,14/04/2022,Oxford/AstraZeneca,92143
Uruguay,14/04/2022,Pfizer/BioNTech,2498323
Uruguay,16/04/2022,Pfizer/BioNTech,2498325
Uruguay,18/04/2022,Pfizer/BioNTech,2498370
Uruguay,18/04/2022,Sinovac,3249495
Uruguay,19/04/2022,Pfizer/BioNTech,2499916
Uruguay,19/04/2022,Sinovac,3249496
Uruguay,20/04/2022,Pfizer/BioNTech,2502730
Uruguay,20/04/2022,Sinovac,3249497
Uruguay,21/04/2022,Pfizer/BioNTech,2504329
Uruguay,21/04/2022,Sinovac,3249498
Uruguay,22/04/2022,Pfizer/BioNTech,2505830
Uruguay,22/04/2022,Sinovac,3249501
Uruguay,23/04/2022,Pfizer/BioNTech,2505840
Uruguay,24/04/2022,Pfizer/BioNTech,2505841
Uruguay,25/04/2022,Pfizer/BioNTech,2507086
Uruguay,26/04/2022,Pfizer/BioNTech,2507728
Uruguay,27/04/2022,Pfizer/BioNTech,2508725
Uruguay,28/04/2022,Oxford/AstraZeneca,92144
Uruguay,28/04/2022,Pfizer/BioNTech,2510778
Uruguay,28/04/2022,Sinovac,3249502
Uruguay,29/04/2022,Oxford/AstraZeneca,92145
Uruguay,29/04/2022,Pfizer/BioNTech,2512247
Uruguay,30/04/2022,Pfizer/BioNTech,2512250
Uruguay,1/05/2022,Pfizer/BioNTech,2512251
Uruguay,2/05/2022,Pfizer/BioNTech,2513237
Uruguay,2/05/2022,Sinovac,3249503
Uruguay,3/05/2022,Oxford/AstraZeneca,92146
Uruguay,3/05/2022,Pfizer/BioNTech,2514207
Uruguay,4/05/2022,Oxford/AstraZeneca,92147
Uruguay,4/05/2022,Pfizer/BioNTech,2514695
Uruguay,4/05/2022,Sinovac,3249505
Uruguay,5/05/2022,Oxford/AstraZeneca,92148
Uruguay,5/05/2022,Pfizer/BioNTech,2516061
Uruguay,6/05/2022,Pfizer/BioNTech,2517121
Uruguay,6/05/2022,Sinovac,3249507
Uruguay,7/05/2022,Pfizer/BioNTech,2517142
Uruguay,8/05/2022,Pfizer/BioNTech,2517143
Uruguay,9/05/2022,Pfizer/BioNTech,2518096
Uruguay,9/05/2022,Sinovac,3249508
Uruguay,10/05/2022,Oxford/AstraZeneca,92149
Uruguay,10/05/2022,Pfizer/BioNTech,2518896
Uruguay,11/05/2022,Pfizer/BioNTech,2519530
Uruguay,12/05/2022,Pfizer/BioNTech,2520764
Uruguay,13/05/2022,Oxford/AstraZeneca,92150
Uruguay,13/05/2022,Pfizer/BioNTech,2521463
Uruguay,14/05/2022,Pfizer/BioNTech,2521469
Uruguay,14/05/2022,Sinovac,3249509
Uruguay,15/05/2022,Pfizer/BioNTech,2521470
Uruguay,16/05/2022,Pfizer/BioNTech,2521474
Uruguay,17/05/2022,Pfizer/BioNTech,2522513
Uruguay,18/05/2022,Pfizer/BioNTech,2523388
Uruguay,19/05/2022,Pfizer/BioNTech,2524492
Uruguay,20/05/2022,Pfizer/BioNTech,2525465
Uruguay,20/05/2022,Sinovac,3249510
Uruguay,21/05/2022,Pfizer/BioNTech,2525497
Uruguay,22/05/2022,Pfizer/BioNTech,2525498
Uruguay,23/05/2022,Pfizer/BioNTech,2526570
Uruguay,24/05/2022,Oxford/AstraZeneca,92151
Uruguay,24/05/2022,Pfizer/BioNTech,2527528
Uruguay,25/05/2022,Pfizer/BioNTech,2528182
Uruguay,25/05/2022,Sinovac,3249512
Uruguay,26/05/2022,Pfizer/BioNTech,2529047
Uruguay,27/05/2022,Pfizer/BioNTech,2529878
Uruguay,27/05/2022,Sinovac,3249513
Uruguay,28/05/2022,Pfizer/BioNTech,2529920
Uruguay,29/05/2022,Pfizer/BioNTech,2529921
Uruguay,30/05/2022,Pfizer/BioNTech,2530810
Uruguay,30/05/2022,Sinovac,3249514
Uruguay,31/05/2022,Pfizer/BioNTech,2531878
Uruguay,1/06/2022,Pfizer/BioNTech,2533602
Uruguay,2/06/2022,Pfizer/BioNTech,2535015
Uruguay,2/06/2022,Sinovac,3249515
Uruguay,3/06/2022,Pfizer/BioNTech,2536091
Uruguay,4/06/2022,Pfizer/BioNTech,2536135
Uruguay,5/06/2022,Pfizer/BioNTech,2537546
Uruguay,6/06/2022,Pfizer/BioNTech,2538957
Uruguay,7/06/2022,Oxford/AstraZeneca,92152
Uruguay,7/06/2022,Pfizer/BioNTech,2539508
Uruguay,7/06/2022,Sinovac,3249516
Uruguay,8/06/2022,Pfizer/BioNTech,2540252
Uruguay,9/06/2022,Pfizer/BioNTech,2541432
Uruguay,10/06/2022,Pfizer/BioNTech,2542420
Uruguay,11/06/2022,Pfizer/BioNTech,2542423
Uruguay,13/06/2022,Pfizer/BioNTech,2542814
Uruguay,14/06/2022,Pfizer/BioNTech,2543332
Uruguay,15/06/2022,Pfizer/BioNTech,2543921
Uruguay,16/06/2022,Pfizer/BioNTech,2545105
Uruguay,17/06/2022,Pfizer/BioNTech,2545748
Uruguay,17/06/2022,Sinovac,3249517
Uruguay,20/06/2022,Pfizer/BioNTech,2546482
Uruguay,21/06/2022,Pfizer/BioNTech,2546690
Uruguay,22/06/2022,Oxford/AstraZeneca,92153
Uruguay,22/06/2022,Pfizer/BioNTech,2546941
Uruguay,23/06/2022,Pfizer/BioNTech,2547918
Uruguay,24/06/2022,Pfizer/BioNTech,2548490
Uruguay,24/06/2022,Sinovac,3249518
Uruguay,25/06/2022,Oxford/AstraZeneca,92154
Uruguay,26/06/2022,Pfizer/BioNTech,2548492
Uruguay,27/06/2022,Pfizer/BioNTech,2549248
Uruguay,27/06/2022,Sinovac,3249519
Uruguay,28/06/2022,Pfizer/BioNTech,2549516
Uruguay,28/06/2022,Sinovac,3249520
Uruguay,29/06/2022,Pfizer/BioNTech,2549763
Uruguay,30/06/2022,Pfizer/BioNTech,2550831
Uruguay,1/07/2022,Pfizer/BioNTech,2550937
Uruguay,2/07/2022,Pfizer/BioNTech,2550938
Uruguay,4/07/2022,Pfizer/BioNTech,2551172
Uruguay,4/07/2022,Sinovac,3249521
Uruguay,5/07/2022,Pfizer/BioNTech,2551588
Uruguay,5/07/2022,Sinovac,3249522
Uruguay,6/07/2022,Pfizer/BioNTech,2551730
