location,date,vaccine,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Australia,5/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36576108,19261941,17164167,150000
Australia,6/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36697075,19286079,17237996,173000
Australia,7/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36763501,19303290,17283428,176783
Australia,8/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",36918760,19338366,17389176,191218
Australia,9/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37068049,19373942,17487181,206926
Australia,10/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37222034,19417387,17582957,221690
Australia,11/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37383955,19466357,17680831,236767
Australia,12/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37544059,19514381,17778385,251293
Australia,13/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37634423,19541933,17835028,257462
Australia,14/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37695740,19563025,17872077,260638
Australia,15/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37835866,19605792,17958614,271460
Australia,16/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",37972232,19646353,18041042,284837
Australia,17/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38100630,19684790,18116999,298841
Australia,18/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38228443,19723676,18192428,312339
Australia,19/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38348764,19758303,18266176,324285
Australia,20/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38420798,19779653,18309411,331734
Australia,21/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38444149,19787505,18323181,333463
Australia,22/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38586639,19829190,18410862,346587
Australia,23/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38695296,19861082,18472524,361690
Australia,24/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38801068,19892336,18533097,375635
Australia,25/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",38906974,19922295,18594054,390625
Australia,26/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39011295,19950573,18655024,405698
Australia,27/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39062854,19965449,18685541,411864
Australia,28/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39095588,19975729,18704697,415162
Australia,29/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39190803,20001144,18759075,430584
Australia,30/11/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39282954,20025197,18808812,448945
Australia,1/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39375629,20047381,18858248,470000
Australia,2/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39474565,20068712,18910601,495252
Australia,3/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39572839,20088965,18962130,521744
Australia,4/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39621796,20099492,18990458,531846
Australia,5/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39652404,20106757,19008755,536892
Australia,6/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39739219,20124711,19055462,559046
Australia,7/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39827552,20142711,19101361,583480
Australia,8/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",39922685,20161524,19149409,611752
Australia,9/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40019239,20180465,19196983,641791
Australia,10/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40105497,20196129,19238301,671067
Australia,11/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40154757,20205275,19262415,687067
Australia,12/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40177641,20208813,19271471,697357
Australia,13/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40331164,20230376,19329106,771682
Australia,14/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40492691,20249293,19375276,868122
Australia,15/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40675738,20268871,19421269,985598
Australia,16/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",40874143,20289049,19468074,1117020
Australia,17/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41082774,20309711,19515162,1257901
Australia,18/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41187932,20320601,19538547,1328784
Australia,19/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41251388,20328607,19553057,1369724
Australia,20/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41445662,20346169,19587839,1511654
Australia,21/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41652458,20363806,19620308,1668344
Australia,22/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",41867748,20380970,19651146,1835632
Australia,23/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42060100,20397079,19678606,1984415
Australia,26/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42203960,20410720,19699622,2093618
Australia,27/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42235002,20413876,19704056,2117070
Australia,28/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42272089,20417817,19709450,2144822
Australia,29/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42420659,20430343,19733014,2257302
Australia,30/12/2021,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42580539,20444346,19755837,2380356
Australia,2/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42768270,20460234,19778026,2530010
Australia,3/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",42812691,20463839,19782523,2566329
Australia,4/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",43024593,20475452,19806589,2742552
Australia,5/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",43286155,20488662,19832376,2965117
Australia,6/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",43558448,20503096,19857649,3197703
Australia,7/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",43823668,20516623,19882365,3424680
Australia,8/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",43987111,20524868,19896355,3565888
Australia,9/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",44086608,20529932,19904821,3651855
Australia,10/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",44374463,20578901,19928352,3867210
Australia,11/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",44700720,20644440,19946441,4109839
Australia,12/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",45045755,20714403,19967401,4363951
Australia,13/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",45391353,20784959,19987928,4618466
Australia,14/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",45729166,20857930,20006998,4864238
Australia,15/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",45919637,20905692,20015852,4998093
Australia,16/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",46034466,20938457,20020735,5075274
Australia,17/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",46361913,21009044,20036097,5316772
Australia,18/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",46682438,21078643,20050685,5553110
Australia,19/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",47013624,21148938,20066316,5798370
Australia,20/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",47364850,21218556,20083160,6063134
Australia,21/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",47698880,21284622,20098787,6315471
Australia,22/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",47889638,21324245,20106005,6459388
Australia,23/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",48010195,21352957,20110855,6546383
Australia,24/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",48330551,21414046,20123268,6793237
Australia,25/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",48651936,21472820,20137891,7041225
Australia,26/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",48734111,21490441,20142694,7100976
Australia,27/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49037474,21543461,20160170,7333843
Australia,28/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49343894,21596983,20178059,7568852
Australia,29/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49516636,21629171,20188421,7699044
Australia,30/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49607239,21647934,20194741,7764564
Australia,31/01/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",49866290,21683520,20211402,7971368
Australia,1/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50132340,21712260,20228401,8191679
Australia,2/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50400541,21738444,20243421,8418676
Australia,3/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50653287,21763718,20258283,8631286
Australia,4/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",50900072,21787774,20273781,8838517
Australia,5/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51027861,21803823,20282518,8941520
Australia,6/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51098236,21813079,20287496,8997661
Australia,7/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51313905,21831166,20300210,9182529
Australia,8/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51533463,21849002,20313139,9371322
Australia,9/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51747277,21865954,20326872,9554451
Australia,10/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",51948284,21880794,20339977,9727513
Australia,11/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52150693,21895835,20353147,9901711
Australia,12/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52258992,21906946,20360127,9991919
Australia,13/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52308370,21911397,20363428,10033545
Australia,14/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52474947,21922677,20374213,10178057
Australia,15/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52635184,21933086,20384601,10317497
Australia,16/02/2022,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",52791256,21943571,20393712,10453973
Australia,17/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",52941505,21954313,20403693,10583499
Australia,18/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53096563,21967182,20414450,10714931
Australia,19/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53183572,21976357,20420498,10786717
Australia,20/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53224792,21980295,20423361,10821136
Australia,21/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53365398,21992267,20433044,10940087
Australia,22/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53497461,22004154,20441976,11051331
Australia,23/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53621446,22015487,20450588,11155371
Australia,24/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53744582,22026289,20459281,11259012
Australia,25/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53866202,22036909,20468250,11361043
Australia,26/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53932803,22044111,20473343,11415349
Australia,27/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",53963467,22047151,20475638,11440678
Australia,28/02/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54065507,22055898,20483240,11526369
Australia,1/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54155508,22063566,20490408,11601534
Australia,2/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54241892,22070693,20497591,11673608
Australia,3/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54327853,22078148,20505135,11744570
Australia,4/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54418534,22085942,20513850,11818742
Australia,5/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54469705,22091094,20520964,11857647
Australia,6/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54492395,22093332,20524493,11874570
Australia,7/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54570032,22098997,20543714,11927321
Australia,8/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54659334,22105692,20568346,11985296
Australia,9/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54749553,22111780,20596172,12041601
Australia,10/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54842227,22117596,20626131,12098500
Australia,11/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",54948620,22124182,20661863,12162575
Australia,12/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55020466,22128293,20696352,12195821
Australia,13/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55054842,22130630,20714246,12209966
Australia,14/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55128376,22135420,20743572,12249384
Australia,15/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55224388,22141043,20780753,12302592
Australia,16/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55316946,22146677,20817597,12352672
Australia,17/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55408135,22152482,20852962,12402691
Australia,18/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55507339,22158259,20893155,12455925
Australia,19/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55577748,22162034,20931268,12484446
Australia,20/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55613993,22163996,20952845,12497152
Australia,21/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55700491,22169145,20988310,12543036
Australia,22/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55783094,22174087,21020180,12588827
Australia,23/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55854308,22178419,21043844,12632045
Australia,24/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",55932910,22183299,21072503,12677108
Australia,25/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56017618,22188155,21104880,12724583
Australia,26/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56077605,22191506,21136762,12749337
Australia,27/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56107787,22193476,21153372,12760939
Australia,28/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56179315,22198092,21179377,12801846
Australia,29/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56242913,22202366,21200432,12840115
Australia,30/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56303174,22206384,21219755,12877035
Australia,31/03/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56362692,22210293,21240452,12911947
Australia,1/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56421957,22214445,21260487,12947025
Australia,2/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56461823,22217203,21280501,12964119
Australia,3/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56481559,22218298,21291087,12972174
Australia,4/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56532490,22222194,21307694,13002602
Australia,5/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56579444,22225434,21322046,13031964
Australia,6/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56624383,22228650,21335439,13060294
Australia,7/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56668400,22231734,21348489,13088177
Australia,8/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56715194,,21363417,13116627
Australia,9/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56738523,,21372943,13128699
Australia,10/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56902635,,21378262,13286513
Australia,11/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56956090,,21396664,13317459
Australia,12/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",56999362,,21410025,13343842
Australia,13/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57038091,,21422263,13367049
Australia,14/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57077786,,21434290,13391428
Australia,15/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57081480,,21435569,13393506
Australia,16/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57090843,,21438984,13398681
Australia,17/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57155581,,21439688,13462452
Australia,18/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57162085,,21441137,13467133
Australia,19/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57197856,,21452092,13488405
Australia,20/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57231365,,21462052,13508982
Australia,21/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57264495,,21471656,13529513
Australia,22/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57298477,,21482424,13549792
Australia,23/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57317327,,21490232,13559379
Australia,24/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57457036,,21493460,13694925
Australia,25/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57460079,,21494357,13696802
Australia,26/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57487919,,21502153,13714345
Australia,27/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57512161,,21508496,13730241
Australia,28/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57536051,,21514550,13746068
Australia,29/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57561209,,21521419,13762209
Australia,30/04/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57575626,,21527099,13769753
Australia,1/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57735950,,21528799,13927876
Australia,2/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57753579,,21533340,13939476
Australia,3/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57773120,,21537560,13953035
Australia,4/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57792004,,21541667,13966068
Australia,5/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57811614,,21545790,13979721
Australia,6/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57831047,,21550385,13992829
Australia,7/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",57840803,,21553633,13998418
Australia,8/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58050262,,21554537,14206545
Australia,9/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58067475,,21557891,14218708
Australia,10/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58084460,,21561125,14230973
Australia,11/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58101143,,21564370,14242894
Australia,12/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58118259,,21567673,14255070
Australia,13/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58135809,,21571384,14267114
Australia,14/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58141095,,21571384,14272400
Australia,15/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58400788,,21575026,14527073
Australia,16/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58416891,,21577946,14538424
Australia,17/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58432049,,21580707,14549314
Australia,18/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58447879,,21583607,14560707
Australia,19/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58463990,,21586740,14571977
Australia,20/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58480010,,21590037,14583020
Australia,21/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58487969,,21592267,14587855
Australia,22/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58756853,,21593262,14855317
Australia,23/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58812010,,21595792,14906501
Australia,24/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58874211,,21598349,14964679
Australia,25/05/2022,"Moderna, Novavax, Oxford/AstraZeneca, Pfizer/BioNTech",58936138,,21600827,15022669
