date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,share_doses_used,total_boosters,,
11/08/2022,Texas,,,,,,24483,,,,
12/08/2022,Texas,,,,,,23366,,,,
13/08/2022,Texas,,,,,,22248,,,,
14/08/2022,Texas,,,,,,21130,,,,
15/08/2022,Texas,,,,,,20012,,,,
16/08/2022,Texas,,,,,,18895,,,,
17/08/2022,Texas,48057242,67970865,21545264,17851809,,17777,0.707,10005737.0,,
18/08/2022,Texas,,,,,,17233,,,,
19/08/2022,Texas,,,,,,16689,,,,
20/08/2022,Texas,,,,,,16145,,,,
21/08/2022,Texas,,,,,,15602,,,,
22/08/2022,Texas,,,,,,15058,,,,
23/08/2022,Texas,,,,,,14514,,,,
24/08/2022,Texas,48155032,68246765,21576169,17864962,,13970,0.706,10059861.0,,
25/08/2022,Texas,,,,,,12046,,,,
26/08/2022,Texas,,,,,,10122,,,,
27/08/2022,Texas,,,,,,8198,,,,
28/08/2022,Texas,,,,,,6274,,,,
29/08/2022,Texas,,,,,,4351,,,,
30/08/2022,Texas,,,,,,2427,,,,
31/08/2022,Texas,48158552,68515865,21578617,17866681,,503,0.703,10059286.0,,
1/09/2022,Texas,,,,,,3116,,,,
2/09/2022,Texas,,,,,,5728,,,,
3/09/2022,Texas,,,,,,8341,,,,
4/09/2022,Texas,,,,,,10954,,,,
5/09/2022,Texas,,,,,,13566,,,,
6/09/2022,Texas,,,,,,16179,,,,
7/09/2022,Texas,48290093,68964925,21623306,18004022,,18792,0.7,10011864.0,,
8/09/2022,Texas,,,,,,18474,,,,
9/09/2022,Texas,,,,,,18156,,,,
10/09/2022,Texas,,,,,,17838,,,,
11/09/2022,Texas,,,,,,17521,,,,
12/09/2022,Texas,,,,,,17203,,,,
13/09/2022,Texas,,,,,,16885,,,,
14/09/2022,Texas,48406066,70185925,21646402,18018901,,16568,0.69,10090173.0,,
15/09/2022,Texas,,,,,,16462,,,,
16/09/2022,Texas,,,,,,16356,,,,
17/09/2022,Texas,,,,,,16251,,,,
18/09/2022,Texas,,,,,,16145,,,,
19/09/2022,Texas,,,,,,16040,,,,
20/09/2022,Texas,,,,,,15934,,,,
21/09/2022,Texas,48516866,70725725,21668357,18034142,,15829,0.686,10163777.0,,
22/09/2022,Texas,,,,,,15986,,,,
23/09/2022,Texas,,,,,,16143,,,,
24/09/2022,Texas,,,,,,16300,,,,
25/09/2022,Texas,,,,,,16457,,,,
26/09/2022,Texas,,,,,,16614,,,,
27/09/2022,Texas,,,,,,16771,,,,
28/09/2022,Texas,48635364,71504525,21689672,18048297,,16928,0.68,10246805.0,,
29/09/2022,Texas,,,,,,17046,,,,
30/09/2022,Texas,,,,,,17163,,,,
1/10/2022,Texas,,,,,,17281,,,,
2/10/2022,Texas,,,,,,17399,,,,
3/10/2022,Texas,,,,,,17516,,,,
4/10/2022,Texas,,,,,,17634,,,,
5/10/2022,Texas,48759624,72050225,21709167,18071414,,17751,0.677,10328453.0,,
6/10/2022,Texas,,,,,,17817,,,,
7/10/2022,Texas,,,,,,17882,,,,
8/10/2022,Texas,,,,,,17947,,,,
9/10/2022,Texas,,,,,,18012,,,,
10/10/2022,Texas,,,,,,18077,,,,
11/10/2022,Texas,,,,,,18142,,,,
12/10/2022,Texas,48887075,72636825,21729228,18083748,,18207,0.673,10423509.0,,
13/10/2022,Texas,,,,,,18132,,,,
14/10/2022,Texas,,,,,,18057,,,,
15/10/2022,Texas,,,,,,17982,,,,
16/10/2022,Texas,,,,,,17907,,,,
17/10/2022,Texas,,,,,,17832,,,,
18/10/2022,Texas,,,,,,17757,,,,
19/10/2022,Texas,49010845,73279125,21752126,18095297,,17681,0.669,10512832.0,,
20/10/2022,Texas,,,,,,17883,,,,
21/10/2022,Texas,,,,,,18084,,,,
22/10/2022,Texas,,,,,,18285,,,,
23/10/2022,Texas,,,,,,18486,,,,
24/10/2022,Texas,,,,,,18687,,,,
25/10/2022,Texas,,,,,,18888,,,,
26/10/2022,Texas,49144469,73910925,21774546,18108287,,19089,0.665,10611046.0,,
27/10/2022,Texas,,,,,,16495,,,,
28/10/2022,Texas,,,,,,13901,,,,
29/10/2022,Texas,,,,,,11306,,,,
30/10/2022,Texas,,,,,,8712,,,,
31/10/2022,Texas,,,,,,6118,,,,
1/11/2022,Texas,,,,,,3523,,,,
2/11/2022,Texas,49150973,79356300,21779643,18111665,,929,0.619,10609075.0,,
3/11/2022,Texas,,,,,,28099,,,,
4/11/2022,Texas,,,,,,55270,,,,
5/11/2022,Texas,,,,,,82440,,,,
6/11/2022,Texas,,,,,,109610,,,,
7/11/2022,Texas,,,,,,136781,,,,
8/11/2022,Texas,,,,,,163951,,,,
9/11/2022,Texas,50488822,74898325,21889835,18192994,,191121,0.674,11755403.0,,
10/11/2022,Texas,,,,,,167567,,,,
11/11/2022,Texas,,,,,,144012,,,,
12/11/2022,Texas,,,,,,120457,,,,
13/11/2022,Texas,,,,,,96902,,,,
14/11/2022,Texas,,,,,,73347,,,,
15/11/2022,Texas,,,,,,49793,,,,
16/11/2022,Texas,50672487,75293225,21917401,18210186,,26238,0.673,11894310.0,,
17/11/2022,Texas,,,,,,26117,,,,
18/11/2022,Texas,,,,,,25996,,,,
19/11/2022,Texas,,,,,,25875,,,,
20/11/2022,Texas,,,,,,25754,,,,
21/11/2022,Texas,,,,,,25632,,,,
22/11/2022,Texas,,,,,,25511,,,,
23/11/2022,Texas,50850219,75757575,21941602,18225780,,25390,0.671,12032247.0,,
24/11/2022,Texas,,,,,,23904,,,,
25/11/2022,Texas,,,,,,22418,,,,
26/11/2022,Texas,,,,,,20932,,,,
27/11/2022,Texas,,,,,,19446,,,,
28/11/2022,Texas,,,,,,17960,,,,
29/11/2022,Texas,,,,,,16475,,,,
30/11/2022,Texas,50955139,75925775,21955977,18235136,,14989,0.671,12113436.0,,
1/12/2022,Texas,,,,,,15772,,,,
2/12/2022,Texas,,,,,,16555,,,,
3/12/2022,Texas,,,,,,17338,,,,
4/12/2022,Texas,,,,,,18120,,,,
5/12/2022,Texas,,,,,,18903,,,,
6/12/2022,Texas,,,,,,19686,,,,
7/12/2022,Texas,51098425,76226085,21984763,18246685,,20469,0.67,12216387.0,,
8/12/2022,Texas,,,,,,20493,,,,
9/12/2022,Texas,,,,,,20516,,,,
10/12/2022,Texas,,,,,,20539,,,,
11/12/2022,Texas,,,,,,20562,,,,
12/12/2022,Texas,,,,,,20585,,,,
13/12/2022,Texas,,,,,,20608,,,,
14/12/2022,Texas,51242845,76565825,22008042,18258592,,20631,0.669,12325621.0,,
15/12/2022,Texas,,,,,,20701,,,,
16/12/2022,Texas,,,,,,20771,,,,
17/12/2022,Texas,,,,,,20841,,,,
18/12/2022,Texas,,,,,,20911,,,,
19/12/2022,Texas,,,,,,20981,,,,
20/12/2022,Texas,,,,,,21051,,,,
21/12/2022,Texas,51390694,77035335,22030970,18270722,,21121,0.667,12438412.0,,
22/12/2022,Texas,,,,,,20006,,,,
23/12/2022,Texas,,,,,,18890,,,,
24/12/2022,Texas,,,,,,17774,,,,
25/12/2022,Texas,,,,,,16658,,,,
26/12/2022,Texas,,,,,,15542,,,,
27/12/2022,Texas,,,,,,14427,,,,
28/12/2022,Texas,51483870,77173045,22049683,18278939,,13311,0.667,12504658.0,,
29/12/2022,Texas,,,,,,13605,,,,
30/12/2022,Texas,,,,,,13900,,,,
31/12/2022,Texas,,,,,,14195,,,,
1/01/2023,Texas,,,,,,14489,,,,
2/01/2023,Texas,,,,,,14784,,,,
3/01/2023,Texas,,,,,,15078,,,,
4/01/2023,Texas,51591479,77424145,22070043,18288650,,15373,0.666,12582196.0,,
5/01/2023,Texas,,,,,,15376,,,,
6/01/2023,Texas,,,,,,15379,,,,
7/01/2023,Texas,,,,,,15382,,,,
8/01/2023,Texas,,,,,,15385,,,,
9/01/2023,Texas,,,,,,15388,,,,
10/01/2023,Texas,,,,,,15391,,,,
11/01/2023,Texas,51699236,77810155,22088371,18298688,,15394,0.664,12661587.0,,
12/01/2023,Texas,,,,,,14989,,,,
13/01/2023,Texas,,,,,,14584,,,,
14/01/2023,Texas,,,,,,14180,,,,
15/01/2023,Texas,,,,,,13775,,,,
16/01/2023,Texas,,,,,,13370,,,,
17/01/2023,Texas,,,,,,12966,,,,
18/01/2023,Texas,51787162,78072205,22103591,18307485,,12561,0.663,12725496.0,,
19/01/2023,Texas,,,,,,12076,,,,
20/01/2023,Texas,,,,,,11592,,,,
21/01/2023,Texas,,,,,,11107,,,,
22/01/2023,Texas,,,,,,10622,,,,
23/01/2023,Texas,,,,,,10138,,,,
24/01/2023,Texas,,,,,,9653,,,,
25/01/2023,Texas,51851343,78407075,22116963,18314677,,9169,0.661,12769113.0,,
26/01/2023,Texas,,,,,,8996,,,,
27/01/2023,Texas,,,,,,8823,,,,
28/01/2023,Texas,,,,,,8650,,,,
29/01/2023,Texas,,,,,,8476,,,,
30/01/2023,Texas,,,,,,8303,,,,
31/01/2023,Texas,,,,,,8130,,,,
1/02/2023,Texas,51907044,78580705,22128938,18321481,,7957,0.661,12806035.0,,
2/02/2023,Texas,,,,,,7763,,,,
3/02/2023,Texas,,,,,,7568,,,,
4/02/2023,Texas,,,,,,7373,,,,
5/02/2023,Texas,,,,,,7179,,,,
6/02/2023,Texas,,,,,,6984,,,,
7/02/2023,Texas,,,,,,6789,,,,
8/02/2023,Texas,51953205,78742415,22141575,18327920,,6594,0.66,12833120.0,,
9/02/2023,Texas,,,,,,6535,,,,
10/02/2023,Texas,,,,,,6475,,,,
11/02/2023,Texas,,,,,,6415,,,,
12/02/2023,Texas,,,,,,6355,,,,
13/02/2023,Texas,,,,,,6296,,,,
14/02/2023,Texas,,,,,,6236,,,,
15/02/2023,Texas,51996439,78984595,22153513,18334427,,6176,0.658,12857909.0,,
16/02/2023,Texas,,,,,,6212,,,,
17/02/2023,Texas,,,,,,6248,,,,
18/02/2023,Texas,,,,,,6283,,,,
19/02/2023,Texas,,,,,,6319,,,,
20/02/2023,Texas,,,,,,6355,,,,
21/02/2023,Texas,,,,,,6391,,,,
22/02/2023,Texas,52041424,79138245,22166171,18343399,,6426,0.658,12881264.0,,
23/02/2023,Texas,,,,,,6336,,,,
24/02/2023,Texas,,,,,,6246,,,,
25/02/2023,Texas,,,,,,6156,,,,
26/02/2023,Texas,,,,,,6066,,,,
27/02/2023,Texas,,,,,,5976,,,,
28/02/2023,Texas,,,,,,5886,,,,
1/03/2023,Texas,52081992,79320505,22177657,18349419,,5795,0.657,12904326.0,,
2/03/2023,Texas,,,,,,5771,,,,
3/03/2023,Texas,,,,,,5747,,,,
4/03/2023,Texas,,,,,,5723,,,,
5/03/2023,Texas,,,,,,5698,,,,
6/03/2023,Texas,,,,,,5674,,,,
7/03/2023,Texas,,,,,,5650,,,,
8/03/2023,Texas,52121370,79465815,22189549,18354974,,5625,0.656,12926257.0,,
9/03/2023,Texas,,,,,,5595,,,,
10/03/2023,Texas,,,,,,5565,,,,
11/03/2023,Texas,,,,,,5535,,,,
12/03/2023,Texas,,,,,,5505,,,,
13/03/2023,Texas,,,,,,5475,,,,
14/03/2023,Texas,,,,,,5445,,,,
15/03/2023,Texas,52159275,79643845,22199846,18359981,,5415,0.655,12948858.0,,
16/03/2023,Texas,,,,,,5581,,,,
17/03/2023,Texas,,,,,,5747,,,,
18/03/2023,Texas,,,,,,5913,,,,
19/03/2023,Texas,,,,,,6079,,,,
20/03/2023,Texas,,,,,,6245,,,,
21/03/2023,Texas,,,,,,6411,,,,
22/03/2023,Texas,52205312,79778285,22211141,18371668,,6577,0.654,12971913.0,,
23/03/2023,Texas,,,,,,6318,,,,
24/03/2023,Texas,,,,,,6059,,,,
25/03/2023,Texas,,,,,,5800,,,,
26/03/2023,Texas,,,,,,5541,,,,
27/03/2023,Texas,,,,,,5282,,,,
28/03/2023,Texas,,,,,,5023,,,,
29/03/2023,Texas,52238661,79885575,22222154,18376812,,4764,0.654,12989105.0,,
30/03/2023,Texas,,,,,,4833,,,,
31/03/2023,Texas,,,,,,4902,,,,
1/04/2023,Texas,,,,,,4971,,,,
2/04/2023,Texas,,,,,,5040,,,,
3/04/2023,Texas,,,,,,5109,,,,
4/04/2023,Texas,,,,,,5178,,,,
5/04/2023,Texas,52275393,80031075,22237392,18381930,,5247,0.653,13005481.0,,
6/04/2023,Texas,,,,,,5525,,,,
7/04/2023,Texas,,,,,,5803,,,,
8/04/2023,Texas,,,,,,6081,,,,
9/04/2023,Texas,,,,,,6359,,,,
10/04/2023,Texas,,,,,,6637,,,,
11/04/2023,Texas,,,,,,6915,,,,
12/04/2023,Texas,52325747,80161565,22265802,18386939,,7193,0.653,13022416.0,,
13/04/2023,Texas,,,,,,7164,,,,
14/04/2023,Texas,,,,,,7135,,,,
15/04/2023,Texas,,,,,,7106,,,,
16/04/2023,Texas,,,,,,7076,,,,
17/04/2023,Texas,,,,,,7047,,,,
18/04/2023,Texas,,,,,,7018,,,,
19/04/2023,Texas,52374666,80303035,22280648,18394425,,6988,0.652,13049003.0,,
20/04/2023,Texas,,,,,,6753,,,,
21/04/2023,Texas,,,,,,6518,,,,
22/04/2023,Texas,,,,,,6282,,,,
23/04/2023,Texas,,,,,,6047,,,,
24/04/2023,Texas,,,,,,5812,,,,
25/04/2023,Texas,,,,,,5576,,,,
26/04/2023,Texas,52412054,80435365,22292176,18398448,,5341,0.652,13070840.0,,
27/04/2023,Texas,,,,,,5512,,,,
28/04/2023,Texas,,,,,,5683,,,,
29/04/2023,Texas,,,,,,5853,,,,
30/04/2023,Texas,,,,,,6024,,,,
1/05/2023,Texas,,,,,,6195,,,,
2/05/2023,Texas,,,,,,6365,,,,
3/05/2023,Texas,52457806,80605715,22306212,18402210,,6536,0.651,13098794.0,,
4/05/2023,Texas,,,,,,6670,,,,
5/05/2023,Texas,,,,,,6804,,,,
6/05/2023,Texas,,,,,,6938,,,,
7/05/2023,Texas,,,,,,7072,,,,
8/05/2023,Texas,,,,,,7206,,,,
9/05/2023,Texas,,,,,,7340,,,,
10/05/2023,Texas,52510128,80813315,22322586,18406327,,7475,0.65,13130625.0,,
20/12/2020,United States,556208,,,,,,,,,
21/12/2020,United States,614117,,,,57909,57909,,,,
22/12/2020,United States,,,,,,127432,,,,
23/12/2020,United States,1008025,,,,,150606,,,,
24/12/2020,United States,,,,,,191001,,,,
25/12/2020,United States,,,,,,215238,,,,
26/12/2020,United States,1944585,,,,,231396,,,,
27/12/2020,United States,,,,,,211379,,,,
28/12/2020,United States,2127143,,,,,216147,,,,
29/12/2020,United States,,,,,,235685,,,,
30/12/2020,United States,2794588,,,,,255223,,,,
31/12/2020,United States,,,,,,278776,,,,
1/01/2021,United States,,,,,,302329,,,,
2/01/2021,United States,4225756,,,,,325882,,,,
3/01/2021,United States,,,,,,336949,,,,
4/01/2021,United States,4563260,,,,,348017,,,,
5/01/2021,United States,4836469,,,,273209,339372,,,,
6/01/2021,United States,5306797,,,,470328,358887,,,,
7/01/2021,United States,5919418,,,,612621,378253,,,,
8/01/2021,United States,6688231,,,,768813,419933,,,,
9/01/2021,United States,,,,,,461263,,,,
10/01/2021,United States,,,,,,546636,,,,
11/01/2021,United States,8987322,,,,,632009,,,,
12/01/2021,United States,9327138,27696150,7398897,782228,339816,641524,0.337,,,
13/01/2021,United States,10278462,29380125,8015434,1020260,951324,710238,0.35,,,
14/01/2021,United States,11148991,30628175,9690757,,870529,747082,0.364,,,
15/01/2021,United States,12279180,31161075,10595866,1610524,1130189,798707,0.394,,,
16/01/2021,United States,,,,,,811670,,,,
17/01/2021,United States,,,,,,824632,,,,
18/01/2021,United States,,,,,,837595,,,,
19/01/2021,United States,15707588,31161075,13595803,2023124,,911493,0.504,,,
20/01/2021,United States,16525281,35990150,14270441,2161419,817693,892403,0.459,,,
21/01/2021,United States,17546374,37960000,15053257,2394961,1021093,913912,0.462,,,
22/01/2021,United States,19107959,39892400,16243093,2756953,1561585,975540,0.479,,,
23/01/2021,United States,20537990,41411550,17390345,3027865,1430031,1057387,0.496,,,
24/01/2021,United States,21848655,41411550,18502131,3216836,1310665,1122182,0.528,,,
25/01/2021,United States,22734243,41418325,19252279,3346390,885588,1126251,0.549,,,
26/01/2021,United States,23540994,44394075,19902237,3481921,806751,1119058,0.53,,,
27/01/2021,United States,24652634,47230950,20687970,3801053,1111640,1161050,0.522,,,
28/01/2021,United States,26193682,48386275,21698606,4263056,1541048,1235330,0.541,,,
29/01/2021,United States,27884661,49216500,22858318,4780888,1690979,1253815,0.567,,,
30/01/2021,United States,29577902,49932850,24064165,5259693,1693241,1291416,0.592,,,
31/01/2021,United States,31123299,49933250,25201143,5657142,1545397,1324949,0.623,,,
1/02/2021,United States,32222402,49936450,26023153,5927847,1099103,1355451,0.645,,,
2/02/2021,United States,32780860,52657675,26440836,6064792,558458,1319981,0.623,,,
3/02/2021,United States,33878254,55943800,27154956,6436931,1097394,1317946,0.606,,,
4/02/2021,United States,35203710,57489675,27905197,6926050,1325456,1287147,0.612,,,
5/02/2021,United States,36819212,58380300,28909497,7503864,1615502,1276364,0.631,,,
6/02/2021,United States,39037964,59304600,30250964,8317180,2218752,1351437,0.658,,,
7/02/2021,United States,41210937,59307800,31579100,9147185,2172973,1441091,0.695,,,
8/02/2021,United States,42417617,59307800,32340146,9518015,1206680,1456459,0.715,,,
9/02/2021,United States,43206190,62898775,32867213,9840429,788573,1489333,0.687,,,
10/02/2021,United States,44769970,65972575,33783384,10469514,1563780,1555959,0.679,,,
11/02/2021,United States,46390270,68285575,34723964,11188782,1620300,1598080,0.679,,,
12/02/2021,United States,48410558,69014725,35834855,12085830,2020288,1655907,0.701,,,
13/02/2021,United States,50641884,69883625,37056122,13082172,2231326,1657703,0.725,,,
14/02/2021,United States,52884356,70057800,38292270,14077440,2242472,1667631,0.755,,,
15/02/2021,United States,,,,,,1662106,,,,
16/02/2021,United States,55220364,71657975,39670551,15015434,,1716311,0.771,,,
17/02/2021,United States,56281827,72423125,40268009,15471536,1061463,1644551,0.777,,,
18/02/2021,United States,57737767,73377450,41021049,16162358,1455940,1621071,0.787,,,
19/02/2021,United States,59585043,78152495,41977401,17039118,1847276,1596355,0.762,,,
20/02/2021,United States,61289500,74979165,42809595,17895667,1704457,1521088,0.817,,,
21/02/2021,United States,63090634,75204965,43628092,18865319,1801134,1458040,0.839,,,
22/02/2021,United States,64177474,75205940,44138118,19438495,1086840,1446445,0.853,,,
23/02/2021,United States,65032083,82114370,44544969,19882544,854609,1401674,0.792,,,
24/02/2021,United States,66464947,88669035,45237143,20607261,1432864,1454731,0.75,,,
25/02/2021,United States,68274117,91673010,46074392,21555117,1809170,1505193,0.745,,,
26/02/2021,United States,70454064,94300910,47184199,22613359,2179947,1552717,0.747,,,
27/02/2021,United States,72806180,96402290,48435536,23698627,2352116,1645240,0.755,,,
28/02/2021,United States,75236003,96402490,49772180,24779920,2429823,1735053,0.78,,,
1/03/2021,United States,76899987,96402490,50732997,25466405,1663984,1817502,0.798,,,
2/03/2021,United States,78631601,102353940,51755447,26162122,1731614,1942788,0.768,,,
3/03/2021,United States,80540474,107028890,52855579,26957804,1908873,2010790,0.753,,,
4/03/2021,United States,82572848,109905530,54035670,27795980,2032374,2042676,0.751,,,
5/03/2021,United States,85008094,114133115,55547697,28701201,2435246,2079147,0.745,,,
6/03/2021,United States,87912323,116355405,57358849,29776160,2904229,2158020,0.756,,,
7/03/2021,United States,90351750,116363405,58873710,30686881,2439427,2159392,0.776,,,
8/03/2021,United States,92089852,116378615,60005231,31493040,1738102,2169981,0.791,,,
9/03/2021,United States,93692598,123232775,61088527,32102061,1602746,2151571,0.76,,,
10/03/2021,United States,95721290,127869155,62451150,32904161,2028692,2168688,0.749,,,
11/03/2021,United States,98203893,131131470,64071674,33863127,2482603,2233006,0.749,,,
12/03/2021,United States,101128005,133337525,65965305,35000159,2924112,2302844,0.758,,,
13/03/2021,United States,105703501,135846665,68884011,36929777,4575496,2541597,0.778,,,
14/03/2021,United States,107060274,135847835,69784210,37459269,1356773,2386932,0.788,,,
15/03/2021,United States,109081860,135847835,71054445,38335432,2021586,2427430,0.803,,,
16/03/2021,United States,110737856,142918525,72135616,39042345,1655996,2435037,0.775,,,
17/03/2021,United States,113037627,147590615,73669956,39989196,2299771,2473762,0.766,,,
18/03/2021,United States,115730008,151108445,75495716,40981464,2692381,2503731,0.766,,,
19/03/2021,United States,118313818,154199235,77230061,41934629,2583810,2455116,0.767,,,
20/03/2021,United States,121441497,156734555,79367225,43036818,3127679,2248285,0.775,,,
21/03/2021,United States,124481412,156734555,81415769,44141228,3039915,2488734,0.794,,,
22/03/2021,United States,126509736,156734555,82772416,44910946,2028324,2489697,0.807,,,
23/03/2021,United States,128217029,164300795,83930495,45533962,1707293,2497025,0.78,,,
24/03/2021,United States,130473853,169223125,85472166,46365515,2256824,2490889,0.771,,,
25/03/2021,United States,133305295,173525335,87343622,47419832,2831442,2510755,0.768,,,
26/03/2021,United States,136684688,177501775,89559225,48695172,3379393,2624410,0.77,,,
27/03/2021,United States,140180735,180644125,91707729,50141769,3496047,2677034,0.776,,,
28/03/2021,United States,143462691,180646465,93631163,51593564,3281956,2711611,0.794,,,
29/03/2021,United States,145812835,180646565,95015762,52614231,2350144,2757586,0.807,,,
30/03/2021,United States,147602345,189451285,96044046,53423486,1789510,2769331,0.779,,,
31/03/2021,United States,150273292,195581725,97593290,54607041,2670947,2828491,0.768,,,
1/04/2021,United States,153631404,200496635,99565311,56089614,3358112,2903730,0.766,,,
2/04/2021,United States,157606463,204719335,101804762,57984785,3975059,2988825,0.77,,,
3/04/2021,United States,161688422,207866645,104213478,59858146,4081959,3072527,0.778,,,
4/04/2021,United States,165053746,207891295,106214924,61416536,3365324,3084436,0.794,,,
5/04/2021,United States,167187795,207891395,107515428,62392065,2134049,3053566,0.804,,,
6/04/2021,United States,168592075,219194215,108301234,63016976,1404280,2998533,0.769,,,
7/04/2021,United States,171476655,225294435,109995734,64422618,2884580,3029052,0.761,,,
8/04/2021,United States,174879716,229398685,112046611,66203123,3403061,3035473,0.762,,,
9/04/2021,United States,178837781,233591955,114436039,68202458,3958065,3033045,0.766,,,
10/04/2021,United States,183467709,237791735,117142879,70692645,4629928,3111327,0.772,,,
11/04/2021,United States,187047131,237796105,119242902,72630892,3579422,3141912,0.787,,,
12/04/2021,United States,189692045,237796305,120848490,74066085,2644914,3214893,0.798,,,
13/04/2021,United States,192282781,245364805,122295530,75322283,2590736,3384387,0.784,,,
14/04/2021,United States,194791836,250998265,123917385,76681252,2509055,3330740,0.776,,,
15/04/2021,United States,198317040,255400665,125822868,78498290,3525204,3348189,0.776,,,
16/04/2021,United States,202282923,258502815,127743096,80609818,3965883,3349306,0.783,,,
17/04/2021,United States,205871913,264499715,129494179,82471151,3588990,3200601,0.778,,,
18/04/2021,United States,209406814,264505725,131247546,84263408,3534901,3194240,0.792,,,
19/04/2021,United States,211581309,264505725,132321628,85365180,2174495,3127038,0.8,,,
20/04/2021,United States,213388238,272030795,133266995,86223506,1806929,3015065,0.784,,,
21/04/2021,United States,215951909,277938875,134445595,87592646,2563671,3022868,0.777,,,
22/04/2021,United States,218947643,282183915,135791031,89245776,2995734,2947229,0.776,,,
23/04/2021,United States,222322230,286095185,137234889,91175995,3374587,2862758,0.777,,,
24/04/2021,United States,225640460,290685655,138644724,93078040,3318230,2824078,0.776,,,
25/04/2021,United States,228661408,290692005,139978480,94772329,3020948,2750656,0.787,,,
26/04/2021,United States,230768454,290692005,140969663,95888088,2107046,2741021,0.794,,,
27/04/2021,United States,232407669,297543635,141751857,96747454,1639215,2717062,0.781,,,
28/04/2021,United States,234639414,301857885,142692987,98044421,2231745,2669644,0.777,,,
29/04/2021,United States,237360493,305478495,143793565,99668945,2721079,2630407,0.777,,,
30/04/2021,United States,240159677,308774155,144894586,101407318,2799184,2548207,0.778,,,
1/05/2021,United States,243463471,312508205,146239208,103422555,3303794,2546144,0.779,,,
2/05/2021,United States,245591469,312509575,147047012,104774652,2127998,2418580,0.786,,,
3/05/2021,United States,246780203,312509575,147517734,105523520,1188734,2287393,0.79,,,
4/05/2021,United States,247769049,318474035,147894671,106168588,988846,2194483,0.778,,,
5/05/2021,United States,249566820,321549335,148562891,107346533,1797771,2132487,0.776,,,
6/05/2021,United States,251973752,324610185,149462265,108926627,2406932,2087608,0.776,,,
7/05/2021,United States,254779333,327124625,150416559,110874920,2805581,2088522,0.779,,,
8/05/2021,United States,257347205,329840055,151315505,112626771,2567872,1983391,0.78,,,
9/05/2021,United States,259716989,329843825,152116936,114258244,2369784,2017931,0.787,,,
10/05/2021,United States,261599381,329843825,152819904,115530780,1882392,2117025,0.793,,,
11/05/2021,United States,263132561,334081065,153448316,116576359,1533180,2194787,0.788,,,
12/05/2021,United States,264680844,337089765,153986312,117647439,1548283,2159146,0.785,,,
13/05/2021,United States,266596486,339165445,154624231,118987308,1915642,2088962,0.786,,,
14/05/2021,United States,268438666,341865945,155251852,120258637,1842180,1951333,0.785,,,
15/05/2021,United States,270832342,344503395,156217367,121768268,2393676,1926448,0.786,,,
16/05/2021,United States,272925411,344503495,157132234,122999721,2093069,1886917,0.792,,,
17/05/2021,United States,274411901,344503595,157827208,123828224,1486490,1830360,0.797,,,
18/05/2021,United States,275535207,346672525,158365411,124455693,1123306,1771807,0.795,,,
19/05/2021,United States,277290173,349210095,159174963,125453423,1754966,1801333,0.794,,,
20/05/2021,United States,279397250,351955515,160177820,126605166,2107077,1828681,0.794,,,
21/05/2021,United States,281595351,354914965,161278336,127778250,2198101,1879526,0.793,,,
22/05/2021,United States,283941223,357250375,162470794,129006463,2345872,1872697,0.795,,,
23/05/2021,United States,285720586,357250375,163309414,130014175,1779363,1827882,0.8,,,
24/05/2021,United States,286890900,357250475,163907827,130615797,1170314,1782714,0.803,,,
25/05/2021,United States,287788872,359004955,164378258,131078608,897972,1750524,0.802,,,
26/05/2021,United States,289212304,359849035,165074907,131850089,1423432,1703162,0.804,,,
27/05/2021,United States,290724607,361250445,165718717,132769894,1512303,1618194,0.805,,,
28/05/2021,United States,292099778,362375765,166388129,133532544,1375171,1500632,0.806,,,
29/05/2021,United States,293705050,366314625,167157043,134418748,1605272,1394832,0.802,,,
30/05/2021,United States,294928850,366316945,167733972,135087319,1223800,1315466,0.805,,,
31/05/2021,United States,,,,,,1253664,,,,
1/06/2021,United States,296404240,366317045,168489729,135867425,,1230767,0.809,,,
2/06/2021,United States,296912892,366977535,168734435,136155250,508652,1100084,0.809,,,
3/06/2021,United States,297720928,368375195,169090262,136644618,808036,999474,0.808,,,
4/06/2021,United States,299120522,369159075,169735441,137455367,1399594,1002963,0.81,,,
5/06/2021,United States,300268730,371520975,170272150,138112702,1148208,937669,0.808,,,
6/06/2021,United States,301638578,371520735,170833221,138969323,1369848,958533,0.812,,,
7/06/2021,United States,302851917,371520735,171310738,139748661,1213339,1026482,0.815,,,
8/06/2021,United States,303923667,372100285,171731584,140441957,1071750,1074204,0.817,,,
9/06/2021,United States,304753476,372495525,172054276,140980110,829809,1120083,0.818,,,
10/06/2021,United States,305687618,372830865,172423605,141583252,934142,1138099,0.82,,,
11/06/2021,United States,306509795,373413945,172758350,142095530,822177,1055610,0.821,,,
12/06/2021,United States,308112728,374397205,173391711,143119077,1602933,1120571,0.823,,,
13/06/2021,United States,309322545,374398105,173840483,143921222,1209817,1097710,0.826,,,
14/06/2021,United States,310645827,374398105,174234573,144919339,1323282,1113416,0.83,,,
15/06/2021,United States,311886674,374865165,174674144,145768367,1240847,1137572,0.832,,,
16/06/2021,United States,312915170,375186675,175053401,146456124,1028496,1165956,0.834,,,
17/06/2021,United States,314969386,377215060,175867860,147758585,2054216,1325967,0.835,,,
