location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,people_with_booster_per_hundred,,,,,
Iceland,27/08/2021,80+,107,106,23,,,,,
Iceland,3/09/2021,10-14,36,3,0,,,,,
Iceland,3/09/2021,15-17,87,61,0,,,,,
Iceland,3/09/2021,18-24,87,85,24,,,,,
Iceland,3/09/2021,25-49,85,83,18,,,,,
Iceland,3/09/2021,50-59,93,92,6,,,,,
Iceland,3/09/2021,60-69,97,96,1,,,,,
Iceland,3/09/2021,70-79,103,102,4,,,,,
Iceland,3/09/2021,80+,107,106,28,,,,,
Iceland,10/09/2021,10-14,36,6,0,,,,,
Iceland,10/09/2021,15-17,87,63,0,,,,,
Iceland,10/09/2021,18-24,87,85,25,,,,,
Iceland,10/09/2021,25-49,85,84,19,,,,,
Iceland,10/09/2021,50-59,93,92,6,,,,,
Iceland,10/09/2021,60-69,97,96,2,,,,,
Iceland,10/09/2021,70-79,103,102,7,,,,,
Iceland,10/09/2021,80+,107,106,35,,,,,
Iceland,17/09/2021,10-14,37,28,0,,,,,
Iceland,17/09/2021,15-17,88,80,0,,,,,
Iceland,17/09/2021,18-24,87,85,25,,,,,
Iceland,17/09/2021,25-49,85,84,19,,,,,
Iceland,17/09/2021,50-59,93,92,6,,,,,
Iceland,17/09/2021,60-69,97,96,3,,,,,
Iceland,17/09/2021,70-79,103,102,15,,,,,
Iceland,17/09/2021,80+,107,106,45,,,,,
Iceland,24/09/2021,10-14,38,32,0,,,,,
Iceland,24/09/2021,15-17,88,83,0,,,,,
Iceland,24/09/2021,18-24,87,85,25,,,,,
Iceland,24/09/2021,25-49,85,84,19,,,,,
Iceland,24/09/2021,50-59,93,92,7,,,,,
Iceland,24/09/2021,60-69,97,97,3,,,,,
Iceland,24/09/2021,70-79,103,102,20,,,,,
Iceland,24/09/2021,80+,107,107,52,,,,,
Iceland,1/10/2021,10-14,38,33,0,,,,,
Iceland,1/10/2021,15-17,89,84,0,,,,,
Iceland,1/10/2021,18-24,87,85,25,,,,,
Iceland,1/10/2021,25-49,85,84,19,,,,,
Iceland,1/10/2021,50-59,93,92,7,,,,,
Iceland,1/10/2021,60-69,97,97,3,,,,,
Iceland,1/10/2021,70-79,103,102,25,,,,,
Iceland,1/10/2021,80+,107,107,62,,,,,
Iceland,8/10/2021,10-14,38,34,0,,,,,
Iceland,8/10/2021,15-17,89,84,0,,,,,
Iceland,8/10/2021,18-24,87,86,25,,,,,
Iceland,8/10/2021,25-49,86,84,19,,,,,
Iceland,8/10/2021,50-59,93,93,7,,,,,
Iceland,8/10/2021,60-69,97,97,3,,,,,
Iceland,8/10/2021,70-79,103,102,30,,,,,
Iceland,8/10/2021,80+,107,107,69,,,,,
Iceland,15/10/2021,10-14,39,35,0,,,,,
Iceland,15/10/2021,15-17,89,85,0,,,,,
Iceland,15/10/2021,18-24,87,86,25,,,,,
Iceland,15/10/2021,25-49,86,84,19,,,,,
Iceland,15/10/2021,50-59,93,93,7,,,,,
Iceland,15/10/2021,60-69,97,97,4,,,,,
Iceland,15/10/2021,70-79,103,102,40,,,,,
Iceland,15/10/2021,80+,107,107,71,,,,,
Iceland,22/10/2021,10-14,39,35,0,,,,,
Iceland,22/10/2021,15-17,89,85,0,,,,,
Iceland,22/10/2021,18-24,87,86,26,,,,,
Iceland,22/10/2021,25-49,86,85,20,,,,,
Iceland,22/10/2021,50-59,93,93,8,,,,,
Iceland,22/10/2021,60-69,97,97,5,,,,,
Iceland,22/10/2021,70-79,103,102,51,,,,,
Iceland,22/10/2021,80+,107,107,72,,,,,
Iceland,29/10/2021,10-14,39,36,0,,,,,
Iceland,29/10/2021,15-17,89,86,0,,,,,
Iceland,29/10/2021,18-24,87,86,26,,,,,
Iceland,29/10/2021,25-49,86,85,20,,,,,
Iceland,29/10/2021,50-59,93,93,8,,,,,
Iceland,29/10/2021,60-69,97,97,5,,,,,
Iceland,29/10/2021,70-79,103,102,57,,,,,
Iceland,29/10/2021,80+,107,107,73,,,,,
Iceland,5/11/2021,10-14,40,36,0,,,,,
Iceland,5/11/2021,15-17,90,86,0,,,,,
Iceland,5/11/2021,18-24,87,86,26,,,,,
Iceland,5/11/2021,25-49,86,85,20,,,,,
Iceland,5/11/2021,50-59,93,93,9,,,,,
Iceland,5/11/2021,60-69,97,97,8,,,,,
Iceland,5/11/2021,70-79,103,102,68,,,,,
Iceland,5/11/2021,80+,107,107,74,,,,,
Iceland,12/11/2021,10-14,41,36,0,,,,,
Iceland,12/11/2021,15-17,90,87,0,,,,,
Iceland,12/11/2021,18-24,88,86,26,,,,,
Iceland,12/11/2021,25-49,86,85,21,,,,,
Iceland,12/11/2021,5-9,0,0,0,,,,,
Iceland,12/11/2021,50-59,93,93,10,,,,,
Iceland,12/11/2021,60-69,97,97,12,,,,,
Iceland,12/11/2021,70-79,103,102,76,,,,,
Iceland,12/11/2021,80+,107,107,77,,,,,
Iceland,19/11/2021,10-14,42,37,0,,,,,
Iceland,19/11/2021,15-17,91,87,0,,,,,
Iceland,19/11/2021,18-24,88,86,31,,,,,
Iceland,19/11/2021,25-49,86,85,29,,,,,
Iceland,19/11/2021,5-9,0,0,0,,,,,
Iceland,19/11/2021,50-59,93,93,30,,,,,
Iceland,19/11/2021,60-69,97,97,28,,,,,
Iceland,19/11/2021,70-79,103,102,83,,,,,
Iceland,19/11/2021,80+,107,107,82,,,,,
Iceland,26/11/2021,10-14,42,38,0,,,,,
Iceland,26/11/2021,15-17,91,88,2,,,,,
Iceland,26/11/2021,18-24,88,86,35,,,,,
Iceland,26/11/2021,25-49,86,85,38,,,,,
Iceland,26/11/2021,5-9,0,0,0,,,,,
Iceland,26/11/2021,50-59,93,93,43,,,,,
Iceland,26/11/2021,60-69,97,97,40,,,,,
Iceland,26/11/2021,70-79,103,102,87,,,,,
Iceland,26/11/2021,80+,107,107,86,,,,,
Iceland,3/12/2021,10-14,43,38,0,,,,,
Iceland,3/12/2021,15-17,91,88,3,,,,,
Iceland,3/12/2021,18-24,88,87,40,,,,,
Iceland,3/12/2021,25-49,86,85,43,,,,,
Iceland,3/12/2021,5-9,0,0,0,,,,,
Iceland,3/12/2021,50-59,94,93,61,,,,,
Iceland,3/12/2021,60-69,97,97,64,,,,,
Iceland,3/12/2021,70-79,103,102,90,,,,,
Iceland,3/12/2021,80+,107,107,88,,,,,
Iceland,10/12/2021,10-14,43,39,0,,,,,
Iceland,10/12/2021,15-17,92,88,14,,,,,
Iceland,10/12/2021,18-24,88,87,47,,,,,
Iceland,10/12/2021,25-49,87,85,52,,,,,
Iceland,10/12/2021,5-9,0,0,0,,,,,
Iceland,10/12/2021,50-59,94,93,73,,,,,
Iceland,10/12/2021,60-69,97,97,78,,,,,
Iceland,10/12/2021,70-79,103,102,92,,,,,
Iceland,10/12/2021,80+,107,107,89,,,,,
Iceland,17/12/2021,10-14,44,40,0,,,,,
Iceland,17/12/2021,15-17,92,89,19,,,,,
Iceland,17/12/2021,18-24,88,87,50,,,,,
Iceland,17/12/2021,25-49,87,86,55,,,,,
Iceland,17/12/2021,5-9,0,0,0,,,,,
Iceland,17/12/2021,50-59,94,93,76,,,,,
Iceland,17/12/2021,60-69,97,97,82,,,,,
Iceland,17/12/2021,70-79,103,102,93,,,,,
Iceland,17/12/2021,80+,107,107,90,,,,,
Iceland,24/12/2021,10-14,44,40,0,,,,,
Iceland,24/12/2021,15-17,92,89,21,,,,,
Iceland,24/12/2021,18-24,88,87,53,,,,,
Iceland,24/12/2021,25-49,87,86,57,,,,,
Iceland,24/12/2021,5-9,0,0,0,,,,,
Iceland,24/12/2021,50-59,94,93,78,,,,,
Iceland,24/12/2021,60-69,97,97,85,,,,,
Iceland,24/12/2021,70-79,103,102,94,,,,,
Iceland,24/12/2021,80+,108,107,91,,,,,
Iceland,31/12/2021,10-14,45,40,0,,,,,
Iceland,31/12/2021,15-17,92,89,22,,,,,
Iceland,31/12/2021,18-24,88,87,54,,,,,
Iceland,31/12/2021,25-49,87,86,58,,,,,
Iceland,31/12/2021,5-9,0,0,0,,,,,
Iceland,31/12/2021,50-59,94,93,79,,,,,
Iceland,31/12/2021,60-69,97,97,85,,,,,
Iceland,31/12/2021,70-79,103,102,94,,,,,
Iceland,31/12/2021,80+,108,107,91,,,,,
Iceland,7/01/2022,10-14,47,41,0,,,,,
Iceland,7/01/2022,15-17,93,90,24,,,,,
Iceland,7/01/2022,18-24,88,87,58,,,,,
Iceland,7/01/2022,25-49,87,86,61,,,,,
Iceland,7/01/2022,5-9,1,0,0,,,,,
Iceland,7/01/2022,50-59,94,93,81,,,,,
Iceland,7/01/2022,60-69,97,97,87,,,,,
Iceland,7/01/2022,70-79,103,102,95,,,,,
Iceland,7/01/2022,80+,108,107,92,,,,,
Iceland,14/01/2022,10-14,68,42,0,,,,,
Iceland,14/01/2022,15-17,93,90,26,,,,,
Iceland,14/01/2022,18-24,89,87,62,,,,,
Iceland,14/01/2022,25-49,87,86,65,,,,,
Iceland,14/01/2022,5-9,41,0,0,,,,,
Iceland,14/01/2022,50-59,94,93,83,,,,,
Iceland,14/01/2022,60-69,97,97,88,,,,,
Iceland,14/01/2022,70-79,103,102,95,,,,,
Iceland,14/01/2022,80+,108,107,92,,,,,
Iceland,21/01/2022,10-14,71,43,0,,,,,
Iceland,21/01/2022,15-17,94,90,29,,,,,
Iceland,21/01/2022,18-24,89,87,68,,,,,
Iceland,21/01/2022,25-49,87,86,72,,,,,
Iceland,21/01/2022,5-9,47,0,0,,,,,
Iceland,21/01/2022,50-59,94,93,86,,,,,
Iceland,21/01/2022,60-69,97,97,89,,,,,
Iceland,21/01/2022,70-79,103,102,96,,,,,
Iceland,21/01/2022,80+,108,107,92,,,,,
Iceland,28/01/2022,10-14,72,44,0,,,,,
Iceland,28/01/2022,15-17,94,91,31,,,,,
Iceland,28/01/2022,18-24,89,87,73,,,,,
Iceland,28/01/2022,25-49,87,86,76,,,,,
Iceland,28/01/2022,5-9,48,1,0,,,,,
Iceland,28/01/2022,50-59,94,93,88,,,,,
Iceland,28/01/2022,60-69,97,97,90,,,,,
Iceland,28/01/2022,70-79,103,102,96,,,,,
Iceland,28/01/2022,80+,108,107,93,,,,,
Iceland,4/02/2022,10-14,73,63,0,,,,,
Iceland,4/02/2022,15-17,94,91,32,,,,,
Iceland,4/02/2022,18-24,89,88,76,,,,,
Iceland,4/02/2022,25-49,87,86,78,,,,,
Iceland,4/02/2022,5-9,50,20,0,,,,,
Iceland,4/02/2022,50-59,94,93,88,,,,,
Iceland,4/02/2022,60-69,97,97,90,,,,,
Iceland,4/02/2022,70-79,103,102,96,,,,,
Iceland,4/02/2022,80+,108,107,93,,,,,
Iceland,11/02/2022,10-14,73,66,0,,,,,
Iceland,11/02/2022,15-17,94,91,34,,,,,
Iceland,11/02/2022,18-24,89,88,76,,,,,
Iceland,11/02/2022,25-49,87,86,79,,,,,
Iceland,11/02/2022,5-9,51,23,0,,,,,
Iceland,11/02/2022,50-59,94,93,89,,,,,
Iceland,11/02/2022,60-69,98,97,90,,,,,
Iceland,11/02/2022,70-79,103,102,96,,,,,
Iceland,11/02/2022,80+,108,107,93,,,,,
Iceland,18/02/2022,10-14,74,67,0,,,,,
Iceland,18/02/2022,15-17,94,92,35,,,,,
Iceland,18/02/2022,18-24,89,88,77,,,,,
Iceland,18/02/2022,25-49,87,86,80,,,,,
Iceland,18/02/2022,5-9,51,25,0,,,,,
Iceland,18/02/2022,50-59,94,93,89,,,,,
Iceland,18/02/2022,60-69,98,97,90,,,,,
Iceland,18/02/2022,70-79,103,102,96,,,,,
Iceland,18/02/2022,80+,108,107,93,,,,,
Iceland,25/02/2022,10-14,74,68,0,,,,,
Iceland,25/02/2022,15-17,94,92,35,,,,,
Iceland,25/02/2022,18-24,89,88,78,,,,,
Iceland,25/02/2022,25-49,87,86,81,,,,,
Iceland,25/02/2022,5-9,51,25,0,,,,,
Iceland,25/02/2022,50-59,94,93,90,,,,,
Iceland,25/02/2022,60-69,98,97,91,,,,,
Iceland,25/02/2022,70-79,103,102,97,,,,,
Iceland,25/02/2022,80+,108,107,93,,,,,
Iceland,4/03/2022,10-14,74,68,0,,,,,
Iceland,4/03/2022,15-17,94,92,36,,,,,
Iceland,4/03/2022,18-24,89,88,78,,,,,
Iceland,4/03/2022,25-49,87,86,81,,,,,
Iceland,4/03/2022,5-9,51,26,0,,,,,
Iceland,4/03/2022,50-59,94,93,90,,,,,
Iceland,4/03/2022,60-69,98,97,91,,,,,
Iceland,4/03/2022,70-79,103,102,97,,,,,
Iceland,4/03/2022,80+,108,107,93,,,,,
Iceland,11/03/2022,10-14,74,68,0,,,,,
Iceland,11/03/2022,15-17,94,92,36,,,,,
Iceland,11/03/2022,18-24,89,88,78,,,,,
Iceland,11/03/2022,25-49,87,86,81,,,,,
Iceland,11/03/2022,5-9,51,26,0,,,,,
Iceland,11/03/2022,50-59,94,93,90,,,,,
Iceland,11/03/2022,60-69,98,97,91,,,,,
Iceland,11/03/2022,70-79,103,102,97,,,,,
Iceland,11/03/2022,80+,108,107,93,,,,,
Iceland,18/03/2022,10-14,74,68,0,,,,,
Iceland,18/03/2022,15-17,94,92,36,,,,,
Iceland,18/03/2022,18-24,89,88,78,,,,,
Iceland,18/03/2022,25-49,87,86,81,,,,,
Iceland,18/03/2022,5-9,51,26,0,,,,,
Iceland,18/03/2022,50-59,94,93,90,,,,,
Iceland,18/03/2022,60-69,98,97,91,,,,,
Iceland,18/03/2022,70-79,103,102,97,,,,,
Iceland,18/03/2022,80+,108,107,93,,,,,
Iceland,25/03/2022,10-14,74,68,0,,,,,
Iceland,25/03/2022,15-17,94,92,36,,,,,
Iceland,25/03/2022,18-24,89,88,78,,,,,
Iceland,25/03/2022,25-49,87,86,81,,,,,
Iceland,25/03/2022,5-9,51,26,0,,,,,
Iceland,25/03/2022,50-59,94,93,90,,,,,
Iceland,25/03/2022,60-69,98,97,91,,,,,
Iceland,25/03/2022,70-79,103,102,97,,,,,
Iceland,25/03/2022,80+,108,107,93,,,,,
Iceland,1/04/2022,10-14,74,69,0,,,,,
Iceland,1/04/2022,15-17,94,92,36,,,,,
Iceland,1/04/2022,18-24,89,88,78,,,,,
Iceland,1/04/2022,25-49,87,86,81,,,,,
Iceland,1/04/2022,5-9,51,26,0,,,,,
Iceland,1/04/2022,50-59,94,93,90,,,,,
Iceland,1/04/2022,60-69,98,97,91,,,,,
Iceland,1/04/2022,70-79,103,102,97,,,,,
Iceland,1/04/2022,80+,108,107,94,,,,,
Iceland,8/04/2022,10-14,74,69,0,,,,,
Iceland,8/04/2022,15-17,94,92,36,,,,,
Iceland,8/04/2022,18-24,89,88,78,,,,,
Iceland,8/04/2022,25-49,87,86,81,,,,,
Iceland,8/04/2022,5-9,51,27,0,,,,,
Iceland,8/04/2022,50-59,94,93,90,,,,,
Iceland,8/04/2022,60-69,98,97,91,,,,,
Iceland,8/04/2022,70-79,103,102,97,,,,,
Iceland,8/04/2022,80+,108,107,94,,,,,
Iceland,15/04/2022,10-14,74,69,0,,,,,
Iceland,15/04/2022,15-17,94,92,36,,,,,
Iceland,15/04/2022,18-24,89,88,78,,,,,
Iceland,15/04/2022,25-49,87,86,81,,,,,
Iceland,15/04/2022,5-9,51,27,0,,,,,
Iceland,15/04/2022,50-59,94,93,90,,,,,
Iceland,15/04/2022,60-69,98,97,91,,,,,
Iceland,15/04/2022,70-79,103,102,97,,,,,
Iceland,15/04/2022,80+,108,107,94,,,,,
Iceland,22/04/2022,10-14,74,69,0,,,,,
Iceland,22/04/2022,15-17,94,92,36,,,,,
Iceland,22/04/2022,18-24,89,88,78,,,,,
Iceland,22/04/2022,25-49,87,86,81,,,,,
Iceland,22/04/2022,5-9,51,27,0,,,,,
Iceland,22/04/2022,50-59,94,93,90,,,,,
Iceland,22/04/2022,60-69,98,97,91,,,,,
Iceland,22/04/2022,70-79,103,102,97,,,,,
Iceland,22/04/2022,80+,108,107,94,,,,,
Iceland,29/04/2022,10-14,74,69,0,,,,,
Iceland,29/04/2022,15-17,94,92,36,,,,,
Iceland,29/04/2022,18-24,89,88,78,,,,,
Iceland,29/04/2022,25-49,87,86,81,,,,,
Iceland,29/04/2022,5-9,51,27,0,,,,,
Iceland,29/04/2022,50-59,94,93,90,,,,,
Iceland,29/04/2022,60-69,98,97,91,,,,,
Iceland,29/04/2022,70-79,103,102,97,,,,,
Iceland,29/04/2022,80+,108,107,94,,,,,
Iceland,6/05/2022,10-14,74,69,0,,,,,
Iceland,6/05/2022,15-17,94,92,36,,,,,
Iceland,6/05/2022,18-24,89,88,78,,,,,
Iceland,6/05/2022,25-49,87,86,81,,,,,
Iceland,6/05/2022,5-9,51,27,0,,,,,
Iceland,6/05/2022,50-59,94,93,90,,,,,
Iceland,6/05/2022,60-69,98,97,91,,,,,
Iceland,6/05/2022,70-79,103,102,97,,,,,
Iceland,6/05/2022,80+,108,107,94,,,,,
Iceland,13/05/2022,10-14,75,69,0,,,,,
Iceland,13/05/2022,15-17,94,92,36,,,,,
Iceland,13/05/2022,18-24,89,88,79,,,,,
Iceland,13/05/2022,25-49,87,86,82,,,,,
Iceland,13/05/2022,5-9,52,27,0,,,,,
Iceland,13/05/2022,50-59,94,93,90,,,,,
Iceland,13/05/2022,60-69,98,97,91,,,,,
Iceland,13/05/2022,70-79,103,102,97,,,,,
Iceland,13/05/2022,80+,108,107,94,,,,,
Iceland,20/05/2022,10-14,75,69,0,,,,,
Iceland,20/05/2022,15-17,94,92,36,,,,,
Iceland,20/05/2022,18-24,89,88,79,,,,,
Iceland,20/05/2022,25-49,87,86,82,,,,,
Iceland,20/05/2022,5-9,52,27,0,,,,,
Iceland,20/05/2022,50-59,94,93,90,,,,,
Iceland,20/05/2022,60-69,98,97,91,,,,,
Iceland,20/05/2022,70-79,103,102,97,,,,,
Iceland,20/05/2022,80+,108,107,94,,,,,
Iceland,27/05/2022,10-14,75,70,0,,,,,
Iceland,27/05/2022,15-17,94,92,36,,,,,
Iceland,27/05/2022,18-24,89,88,79,,,,,
Iceland,27/05/2022,25-49,87,86,82,,,,,
Iceland,27/05/2022,5-9,52,27,0,,,,,
Iceland,27/05/2022,50-59,94,93,90,,,,,
Iceland,27/05/2022,60-69,98,97,91,,,,,
Iceland,27/05/2022,70-79,103,102,97,,,,,
Iceland,27/05/2022,80+,108,107,94,,,,,
Iceland,3/06/2022,10-14,75,70,0,,,,,
Iceland,3/06/2022,15-17,94,92,36,,,,,
Iceland,3/06/2022,18-24,89,88,79,,,,,
Iceland,3/06/2022,25-49,87,86,82,,,,,
Iceland,3/06/2022,5-9,52,27,0,,,,,
Iceland,3/06/2022,50-59,94,93,90,,,,,
Iceland,3/06/2022,60-69,98,97,91,,,,,
Iceland,3/06/2022,70-79,103,102,97,,,,,
Iceland,3/06/2022,80+,108,107,94,,,,,
Iceland,10/06/2022,10-14,75,70,0,,,,,
Iceland,10/06/2022,15-17,94,92,36,,,,,
Iceland,10/06/2022,18-24,89,88,79,,,,,
Iceland,10/06/2022,25-49,87,86,82,,,,,
Iceland,10/06/2022,5-9,52,27,0,,,,,
Iceland,10/06/2022,50-59,94,93,90,,,,,
Iceland,10/06/2022,60-69,98,97,91,,,,,
Iceland,10/06/2022,70-79,103,102,97,,,,,
Iceland,10/06/2022,80+,108,107,94,,,,,
Iceland,17/06/2022,10-14,75,70,0,,,,,
Iceland,17/06/2022,15-17,94,92,36,,,,,
Iceland,17/06/2022,18-24,89,88,79,,,,,
Iceland,17/06/2022,25-49,87,86,82,,,,,
Iceland,17/06/2022,5-9,52,28,0,,,,,
Iceland,17/06/2022,50-59,94,93,90,,,,,
Iceland,17/06/2022,60-69,98,97,91,,,,,
Iceland,17/06/2022,70-79,103,102,97,,,,,
Iceland,17/06/2022,80+,108,107,94,,,,,
Iceland,24/06/2022,10-14,75,70,0,,,,,
Iceland,24/06/2022,15-17,94,92,37,,,,,
Iceland,24/06/2022,18-24,89,88,79,,,,,
Iceland,24/06/2022,25-49,87,86,82,,,,,
Iceland,24/06/2022,5-9,52,28,0,,,,,
Iceland,24/06/2022,50-59,94,93,90,,,,,
Iceland,24/06/2022,60-69,98,97,91,,,,,
Iceland,24/06/2022,70-79,103,102,97,,,,,
Iceland,24/06/2022,80+,108,107,95,,,,,
Iceland,1/07/2022,10-14,75,70,0,,,,,
Iceland,1/07/2022,15-17,94,92,37,,,,,
Iceland,1/07/2022,18-24,89,88,79,,,,,
Iceland,1/07/2022,25-49,87,86,82,,,,,
Iceland,1/07/2022,5-9,52,28,0,,,,,
Iceland,1/07/2022,50-59,94,93,90,,,,,
Iceland,1/07/2022,60-69,98,97,92,,,,,
Iceland,1/07/2022,70-79,103,102,98,,,,,
Iceland,1/07/2022,80+,108,107,95,,,,,
Iceland,8/07/2022,10-14,75,70,0,,,,,
Iceland,8/07/2022,15-17,94,92,37,,,,,
Iceland,8/07/2022,18-24,89,88,79,,,,,
Iceland,8/07/2022,25-49,87,86,82,,,,,
Iceland,8/07/2022,5-9,52,28,0,,,,,
Iceland,8/07/2022,50-59,94,93,90,,,,,
Iceland,8/07/2022,60-69,98,97,92,,,,,
Iceland,8/07/2022,70-79,103,102,98,,,,,
Iceland,8/07/2022,80+,108,107,95,,,,,
Iceland,15/07/2022,0-4,0,0,0,,,,,
Iceland,15/07/2022,10-14,75,71,0,,,,,
Iceland,15/07/2022,15-17,94,92,37,,,,,
Iceland,15/07/2022,18-24,89,88,79,,,,,
Iceland,15/07/2022,25-49,87,86,82,,,,,
Iceland,15/07/2022,5-9,52,28,0,,,,,
Iceland,15/07/2022,50-59,94,93,91,,,,,
Iceland,15/07/2022,60-69,98,97,92,,,,,
Iceland,15/07/2022,70-79,103,102,98,,,,,
Iceland,15/07/2022,80+,108,107,95,,,,,
Iceland,22/07/2022,0-4,0,0,0,,,,,
Iceland,22/07/2022,10-14,75,71,0,,,,,
Iceland,22/07/2022,15-17,94,92,37,,,,,
Iceland,22/07/2022,18-24,89,88,79,,,,,
Iceland,22/07/2022,25-49,87,86,82,,,,,
Iceland,22/07/2022,5-9,52,28,0,,,,,
Iceland,22/07/2022,50-59,94,93,91,,,,,
Iceland,22/07/2022,60-69,98,97,92,,,,,
Iceland,22/07/2022,70-79,103,102,98,,,,,
Iceland,22/07/2022,80+,108,107,95,,,,,
Iceland,29/07/2022,0-4,0,0,0,,,,,
Iceland,29/07/2022,10-14,75,71,0,,,,,
Iceland,29/07/2022,15-17,94,92,37,,,,,
Iceland,29/07/2022,18-24,89,88,79,,,,,
Iceland,29/07/2022,25-49,87,86,82,,,,,
Iceland,29/07/2022,5-9,52,28,0,,,,,
Iceland,29/07/2022,50-59,94,93,91,,,,,
Iceland,29/07/2022,60-69,98,97,92,,,,,
Iceland,29/07/2022,70-79,103,102,98,,,,,
Iceland,29/07/2022,80+,108,107,95,,,,,
Iceland,5/08/2022,0-4,0,0,0,,,,,
Iceland,5/08/2022,10-14,75,71,0,,,,,
Iceland,5/08/2022,15-17,94,92,37,,,,,
Iceland,5/08/2022,18-24,89,88,79,,,,,
Iceland,5/08/2022,25-49,87,86,82,,,,,
Iceland,5/08/2022,5-9,52,28,0,,,,,
Iceland,5/08/2022,50-59,94,93,91,,,,,
Iceland,5/08/2022,60-69,98,97,92,,,,,
Iceland,5/08/2022,70-79,103,102,98,,,,,
Iceland,5/08/2022,80+,108,107,95,,,,,
Iceland,12/08/2022,0-4,0,0,0,,,,,
Iceland,12/08/2022,10-14,75,71,0,,,,,
Iceland,12/08/2022,15-17,94,92,37,,,,,
Iceland,12/08/2022,18-24,89,88,79,,,,,
Iceland,12/08/2022,25-49,87,86,82,,,,,
Iceland,12/08/2022,5-9,52,28,0,,,,,
Iceland,12/08/2022,50-59,94,93,91,,,,,
Iceland,12/08/2022,60-69,98,97,92,,,,,
Iceland,12/08/2022,70-79,103,102,98,,,,,
Iceland,12/08/2022,80+,108,107,95,,,,,
Iceland,19/08/2022,0-4,0,0,0,,,,,
Iceland,19/08/2022,10-14,75,71,0,,,,,
Iceland,19/08/2022,15-17,94,92,37,,,,,
Iceland,19/08/2022,18-24,89,88,80,,,,,
Iceland,19/08/2022,25-49,87,86,82,,,,,
Iceland,19/08/2022,5-9,52,28,0,,,,,
Iceland,19/08/2022,50-59,94,93,91,,,,,
Iceland,19/08/2022,60-69,98,97,92,,,,,
Iceland,19/08/2022,70-79,103,102,98,,,,,
Iceland,19/08/2022,80+,108,107,95,,,,,
Iceland,26/08/2022,0-4,0,0,0,,,,,
Iceland,26/08/2022,10-14,75,71,0,,,,,
Iceland,26/08/2022,15-17,94,92,37,,,,,
Iceland,26/08/2022,18-24,89,88,80,,,,,
Iceland,26/08/2022,25-49,87,86,82,,,,,
Iceland,26/08/2022,5-9,52,28,0,,,,,
Iceland,26/08/2022,50-59,94,93,91,,,,,
Iceland,26/08/2022,60-69,98,97,92,,,,,
Iceland,26/08/2022,70-79,103,102,98,,,,,
Iceland,26/08/2022,80+,108,107,95,,,,,
Iceland,2/09/2022,0-4,0,0,0,,,,,
Iceland,2/09/2022,10-14,75,71,0,,,,,
Iceland,2/09/2022,15-17,94,92,37,,,,,
Iceland,2/09/2022,18-24,89,88,80,,,,,
Iceland,2/09/2022,25-49,87,86,82,,,,,
Iceland,2/09/2022,5-9,52,28,0,,,,,
Iceland,2/09/2022,50-59,94,93,91,,,,,
Iceland,2/09/2022,60-69,98,97,92,,,,,
Iceland,2/09/2022,70-79,103,102,98,,,,,
Iceland,2/09/2022,80+,108,107,95,,,,,
Iceland,9/09/2022,0-4,0,0,0,,,,,
Iceland,9/09/2022,10-14,75,71,0,,,,,
Iceland,9/09/2022,15-17,94,92,37,,,,,
Iceland,9/09/2022,18-24,89,88,80,,,,,
Iceland,9/09/2022,25-49,87,86,82,,,,,
Iceland,9/09/2022,5-9,52,28,0,,,,,
Iceland,9/09/2022,50-59,94,93,91,,,,,
Iceland,9/09/2022,60-69,98,97,92,,,,,
Iceland,9/09/2022,70-79,103,102,98,,,,,
Iceland,9/09/2022,80+,108,107,95,,,,,
Iceland,16/09/2022,0-4,0,0,0,,,,,
Iceland,16/09/2022,10-14,75,71,0,,,,,
Iceland,16/09/2022,15-17,94,92,37,,,,,
Iceland,16/09/2022,18-24,89,88,80,,,,,
Iceland,16/09/2022,25-49,87,86,82,,,,,
Iceland,16/09/2022,5-9,52,28,0,,,,,
Iceland,16/09/2022,50-59,94,93,91,,,,,
Iceland,16/09/2022,60-69,98,97,92,,,,,
Iceland,16/09/2022,70-79,103,102,98,,,,,
Iceland,16/09/2022,80+,108,107,95,,,,,
Iceland,23/09/2022,0-4,0,0,0,,,,,
Iceland,23/09/2022,10-14,75,71,0,,,,,
Iceland,23/09/2022,15-17,94,92,37,,,,,
Iceland,23/09/2022,18-24,89,88,80,,,,,
Iceland,23/09/2022,25-49,87,86,82,,,,,
Iceland,23/09/2022,5-9,52,28,0,,,,,
Iceland,23/09/2022,50-59,94,93,91,,,,,
Iceland,23/09/2022,60-69,98,97,92,,,,,
Iceland,23/09/2022,70-79,103,102,98,,,,,
Iceland,23/09/2022,80+,108,107,95,,,,,
Iceland,30/09/2022,0-4,0,0,0,,,,,
Iceland,30/09/2022,10-14,75,71,0,,,,,
Iceland,30/09/2022,15-17,94,92,37,,,,,
Iceland,30/09/2022,18-24,89,88,80,,,,,
Iceland,30/09/2022,25-49,87,86,83,,,,,
Iceland,30/09/2022,5-9,52,28,0,,,,,
Iceland,30/09/2022,50-59,94,93,91,,,,,
Iceland,30/09/2022,60-69,98,97,92,,,,,
Iceland,30/09/2022,70-79,103,102,98,,,,,
Iceland,30/09/2022,80+,108,107,95,,,,,
Iceland,7/10/2022,0-4,0,0,0,,,,,
Iceland,7/10/2022,10-14,75,71,0,,,,,
